film,developer,dilution,iso,inversion_20c_min,rotary_20c_min_0.85,rotary_20c_min_0.90
Fomapan 400,Spur HRX,1+11,200,13.0,11.05,11.7
Fomapan 400,Spur NHC,1+12,320,15.0,12.75,13.5
Fomapan 400,Spur NHC,1+9,400,15.0,12.75,13.5
Fomapan 400,Spur SLD,1+17,200,11.0,9.35,9.9
Fomapan 400,Spur TRX 2000,1+30,200,15.0,12.75,13.5
Fomapan 400,Spur UFP,1+20,200,9.5,8.07,8.55
Fomapan 400,Studional,1+30,400,12.0,10.2,10.8
Fomapan 400,Studional,1+30,800,18.0,15.3,16.2
Fomapan 400,TMax Dev,1+4,1600,18.5,15.72,16.65
Fomapan 400,TMax Dev,1+4,400,10.0,8.5,9.0
Fomapan 400,TMax Dev,1+9,1600,16.5,14.03,14.85
Fomapan 400,TMax Dev,1+9,400,15.0,12.75,13.5
Fomapan 400,TMax RS,stock,400,8.0,6.8,7.2
Fomapan 400,Ultrafin,1+20,400,15.0,12.75,13.5
Fomapan 400,Ultrafin,1+4,400,7.5,6.38,6.75
Fomapan 400,Ultrafin T-Plus,1+4,400,7.5,6.38,6.75
Fomapan 400,Wehner Developer,1+1+18,200,13.25,11.26,11.93
Fomapan 400,Wehner Developer,1+1+18,400,17.25,14.66,15.53
Fomapan 400,XT-3,1+1,320,8.0,6.8,7.2
Fomapan 400,XT-3,1+1,400,9.5,8.07,8.55
Fomapan 400,XT-3,1+1,400,12.0,10.2,10.8
Fomapan 400,XT-3,1+3,160,5.25,4.46,4.73
Fomapan 400,XT-3,stock,1600,25.0,21.25,22.5
Fomapan 400,XT-3,stock,200,7.75,6.59,6.98
Fomapan 400,XT-3,stock,400,7.0,5.95,6.3
Fomapan 400,XT-3,stock,640,10.5,8.92,9.45
Fomapan 400,Xtol,1+1,1600,22.5,19.12,20.25
Fomapan 400,Xtol,1+1,320,8.0,6.8,7.2
Fomapan 400,Xtol,1+1,400,9.5,8.07,8.55
Fomapan 400,Xtol,1+1,800,14.5,12.32,13.05
Fomapan 400,Xtol,1+3,160,5.25,4.46,4.73
Fomapan 400,Xtol,1+3,400,12.5,10.62,11.25
Fomapan 400,Xtol,stock,1600,25.0,21.25,22.5
Fomapan 400,Xtol,stock,1600,15.75,13.39,14.18
Fomapan 400,Xtol,stock,200,5.0,4.25,4.5
Fomapan 400,Xtol,stock,400,7.0,5.95,6.3
Fomapan 400,Xtol,stock,640,10.5,8.92,9.45
Fotopan FL,D-76,1+1,400,15.5,13.17,13.95
FPP Blue Sensitive,D-96,stock,6,7.5,6.38,6.75
FPP BW Infrared,HC-110,1+31,200,7.0,5.95,6.3
FPP Derev Pan 100,D-76,1+1,100,14.0,11.9,12.6
FPP Derev Pan 100,D-76,stock,100,9.5,8.07,8.55
FPP Derev Pan 100,HC-110,B,100,6.5,5.52,5.85
FPP Derev Pan 100,ID-11,1+1,100,14.0,11.9,12.6
FPP Derev Pan 100,ID-11,stock,100,9.5,8.07,8.55
FPP Derev Pan 100,XT-3,stock,100,9.0,7.65,8.1
FPP Derev Pan 100,Xtol,stock,100,9.0,7.65,8.1
FPP Derev Pan 200,D-76,1+1,200,7.5,6.38,6.75
FPP Derev Pan 200,D-76,stock,200,5.5,4.67,4.95
FPP Derev Pan 200,HC-110,B,200,10.5,8.92,9.45
FPP Derev Pan 200,ID-11,1+1,200,7.5,6.38,6.75
FPP Derev Pan 200,ID-11,stock,200,5.5,4.67,4.95
FPP Derev Pan 200,Rodinal,1+25,200,15.0,12.75,13.5
FPP Derev Pan 200,XT-3,stock,200,8.0,6.8,7.2
FPP Derev Pan 200,Xtol,stock,200,8.0,6.8,7.2
FPP Derev Pan 400,D-76,1+1,400,10.5,8.92,9.45
FPP Derev Pan 400,D-76,stock,400,8.0,6.8,7.2
FPP Derev Pan 400,HC-110,B,400,10.5,8.92,9.45
FPP Derev Pan 400,ID-11,1+1,400,10.5,8.92,9.45
FPP Derev Pan 400,ID-11,stock,400,8.0,6.8,7.2
FPP Derev Pan 400,Rodinal,1+25,400,12.0,10.2,10.8
FPP Derev Pan 400,XT-3,stock,400,6.5,5.52,5.85
FPP Derev Pan 400,Xtol,stock,400,6.5,5.52,5.85
FPP Dracula,D-76,1+3,50,15.0,12.75,13.5
FPP Dracula,D-76,stock,64,9.0,7.65,8.1
FPP Dracula,Eco Pro,1+1,64,11.0,9.35,9.9
FPP Dracula,Fomadon LQN,1+10,64,7.5,6.38,6.75
FPP Dracula,Fomadon R09,1+100,64,60.0,51.0,54.0
FPP Dracula,HC-110,B,400,18.0,15.3,16.2
FPP Dracula,HC-110,B,64,8.0,6.8,7.2
FPP Dracula,HC-110,F,64,18.0,15.3,16.2
FPP Dracula,ID-11,1+3,50,15.0,12.75,13.5
FPP Dracula,ID-11,stock,64,9.0,7.65,8.1
FPP Dracula,Kalogen,1+60,32,5.5,4.67,4.95
FPP Dracula,Pyrocat-HD,1+1+100,32,10.0,8.5,9.0
FPP Dracula,Rodinal,1+25,64,6.25,5.31,5.62
FPP Dracula,Rodinal,1+50,125,11.0,9.35,9.9
FPP Dracula,Rodinal,1+50,64,11.0,9.35,9.9
FPP Dracula,Rodinal,1+50,64,10.5,8.92,9.45
FPP Dracula,XT-3,1+1,64,11.0,9.35,9.9
FPP Dracula,Xtol,1+1,64,11.0,9.35,9.9
FPP Film Love,D-76,stock,200,6.0,5.1,5.4
FPP Film Love,D-96,stock,200,8.0,6.8,7.2
FPP Film Love,HC-110,B,200,6.0,5.1,5.4
FPP Film Love,ID-11,stock,200,6.0,5.1,5.4
FPP Fine Grain Six,D-76,stock,6,6.0,5.1,5.4
FPP Fine Grain Six,D-96,stock,6,6.5,5.52,5.85
FPP Fine Grain Six,HC-110,B,6,7.0,5.95,6.3
FPP Fine Grain Six,ID-11,stock,6,6.0,5.1,5.4
FPP Frankenstein,D-96,1+1,200,7.0,5.95,6.3
FPP Frankenstein,HC-110,B,200,4.0,3.4,3.6
FPP Frankenstein,HC-110,H,200,9.0,7.65,8.1
FPP Frankenstein,Ilfosol 3,1+9,200,6.25,5.31,5.62
FPP Frankenstein,Ilfotec HC,1+31,200,4.0,3.4,3.6
FPP Frankenstein,Rodinal,1+25,200,8.5,7.22,7.65
FPP Frankenstein,Rodinal,1+50,200,9.0,7.65,8.1
FPP Frankenstein,Xtol,stock,200,6.0,5.1,5.4
FPP Sonic 25,D-96,stock,25,8.0,6.8,7.2
FPP Sonic 25,HC-110,H,25,11.0,9.35,9.9
FPP Sonic 25,PMK,1+2+100,25,10.0,8.5,9.0
FPP Sonic 25,TD-3,stock,25,20.0,17.0,18.0
FPP Super Positive,D-76,stock,0.8,6.0,5.1,5.4
FPP Super Positive,D-96,stock,0.8,7.0,5.95,6.3
FPP Super Positive,ID-11,stock,0.8,6.0,5.1,5.4
FPP Super Positive,Rodinal,1+100,0.8,60.0,51.0,54.0
FPP Super Positive,Xtol,1+1,0.8,14.0,11.9,12.6
FPP Super Positive,Xtol,stock,0.8,8.0,6.8,7.2
FPP The Mummy,D-76,1+1,400,12.0,10.2,10.8
FPP The Mummy,D-76,stock,400,7.5,6.38,6.75
FPP The Mummy,D-96,stock,400,10.0,8.5,9.0
FPP The Mummy,Eco Pro,1+1,400,9.5,8.07,8.55
FPP The Mummy,Eco Pro,stock,400,7.0,5.95,6.3
FPP The Mummy,HC-110,B,1600,12.0,10.2,10.8
FPP The Mummy,HC-110,B,400,7.0,5.95,6.3
FPP The Mummy,ID-11,1+1,400,12.0,10.2,10.8
FPP The Mummy,ID-11,stock,400,7.5,6.38,6.75
FPP The Mummy,Ilfosol 3,stock,400,8.5,7.22,7.65
FPP The Mummy,Ilfotec DD-X,1+4,400,9.0,7.65,8.1
FPP The Mummy,Ilfotec HC,1+31,400,8.5,7.22,7.65
FPP The Mummy,Rodinal,1+50,400,7.0,5.95,6.3
FPP The Mummy,Sprint Standard,1+9,400,12.0,10.2,10.8
FPP The Mummy,TMax Dev,stock,400,7.5,6.38,6.75
FPP The Mummy,Xtol,1+1,400,9.5,8.07,8.55
FPP The Mummy,Xtol,stock,400,7.0,5.95,6.3
FPP Wolfman,D-76,1+1,100,10.0,8.5,9.0
FPP Wolfman,D-96,stock,100,7.0,5.95,6.3
FPP Wolfman,HC-110,B,100,6.0,5.1,5.4
FPP Wolfman,HC-110,H,100,12.0,10.2,10.8
FPP Wolfman,ID-11,1+1,100,10.0,8.5,9.0
FPP Wolfman,Rodinal,1+25,100,7.0,5.95,6.3
FPP X-Ray,510-Pyro,1+100,100,17.0,14.45,15.3
FPP X-Ray,D-96,1+1,10,5.0,4.25,4.5
FPP X-Ray,D-96,stock,10,3.5,2.98,3.15
FPP X-Ray,HC-110,B,100,6.0,5.1,5.4
FPP X-Ray,HC-110,H,10,5.0,4.25,4.5
FPP X-Ray,Rodinal,1+50,400,11.0,9.35,9.9
FPP X-Ray,Rodinal,1+50,6,15.0,12.75,13.5
FPP Yeti,D-76,1+1,6,11.0,9.35,9.9
FPP Yeti,D-96,stock,6,7.5,6.38,6.75
FPP Yeti,ID-11,1+1,6,11.0,9.35,9.9
FPP Yeti,Rodinal,1+50,6,10.0,8.5,9.0
FT-12,Rodinal,1+100,50,45.0,38.25,40.5
Fuji Eterna-RDS 4791,D-76,1+1,6,11.0,9.35,9.9
Fuji Eterna-RDS 4791,HC-110,B,6,12.0,10.2,10.8
Fuji Eterna-RDS 4791,ID-11,1+1,6,11.0,9.35,9.9
Fuji Eterna-RDS 4791,Nucleol BF200,20+15+965,25,9.0,7.65,8.1
Fuji Eterna-RDS 4791,Ultrafin,1+20,15,15.75,13.39,14.18
Fuji Neopan 100 Acros II,510-Pyro,1+100,100,7.75,6.59,6.98
Fuji Neopan 100 Acros II,510-Pyro,1+100,100,15.5,13.17,13.95
Fuji Neopan 100 Acros II,Acufine,stock,100,3.0,2.55,2.7
Fuji Neopan 100 Acros II,Acurol-N,1+70,50,13.5,11.47,12.15
Fuji Neopan 100 Acros II,Adox HR-DEV,1+35,100,11.0,9.35,9.9
Fuji Neopan 100 Acros II,ADX II,1+24,100,8.5,7.22,7.65
Fuji Neopan 100 Acros II,Amaloco AM74,1+7,100,4.0,3.4,3.6
Fuji Neopan 100 Acros II,Amaloco AM74,1+7,200,6.5,5.52,5.85
Fuji Neopan 100 Acros II,Arista® Liquid,1+9,100,7.0,5.95,6.3
Fuji Neopan 100 Acros II,Ars-Imago FD,1+39,100,4.0,3.4,3.6
Fuji Neopan 100 Acros II,Ars-Imago FD,1+39,200,5.0,4.25,4.5
Fuji Neopan 100 Acros II,Ars-Imago FD,1+59,100,6.5,5.52,5.85
Fuji Neopan 100 Acros II,Ars-Imago FE,1+1,100,8.0,6.8,7.2
Fuji Neopan 100 Acros II,Ars-Imago FE,1+1,200,10.0,8.5,9.0
Fuji Neopan 100 Acros II,Ars-Imago FE,1+1,50,6.5,5.52,5.85
Fuji Neopan 100 Acros II,Atomal 49,stock,100,7.25,6.16,6.53
Fuji Neopan 100 Acros II,Bellini Hydrofen,1+39,100,6.0,5.1,5.4
Fuji Neopan 100 Acros II,Bellini Hydrofen,1+39,200,7.5,6.38,6.75
Fuji Neopan 100 Acros II,Berspeed,1+1,100,11.0,9.35,9.9
Fuji Neopan 100 Acros II,Black/White & Green,1+49,100,12.25,10.41,11.03
Fuji Neopan 100 Acros II,Caffenol C-M,stock,200,15.0,12.75,13.5
Fuji Neopan 100 Acros II,Caffenol C-M,stock,400,15.0,12.75,13.5
Fuji Neopan 100 Acros II,Caffenol Concoction,stock,100,15.0,12.75,13.5
Fuji Neopan 100 Acros II,Cawanol,stock,100,16.5,14.03,14.85
Fuji Neopan 100 Acros II,D-19,1+1,200,8.0,6.8,7.2
Fuji Neopan 100 Acros II,D-19,1+2,200,9.0,7.65,8.1
Fuji Neopan 100 Acros II,D-23,stock,100,9.0,7.65,8.1
Fuji Neopan 100 Acros II,D-72,stock,100,3.0,2.55,2.7
Fuji Neopan 100 Acros II,D-76,1+1,100,10.5,8.92,9.45
Fuji Neopan 100 Acros II,D-76,1+1,200,14.5,12.32,13.05
Fuji Neopan 100 Acros II,D-76,1+1,400,17.0,14.45,15.3
Fuji Neopan 100 Acros II,D-76,1+1,800,21.0,17.85,18.9
Fuji Neopan 100 Acros II,D-76,1+3,100,14.5,12.32,13.05
Fuji Neopan 100 Acros II,D-76,1+3,100,17.0,14.45,15.3
Fuji Neopan 100 Acros II,D-76,stock,100,7.25,6.16,6.53
Fuji Neopan 100 Acros II,D-76,stock,200,10.0,8.5,9.0
Fuji Neopan 100 Acros II,D-76,stock,64,6.25,5.31,5.62
Fuji Neopan 100 Acros II,DK-50,1+1,100,6.0,5.1,5.4
Fuji Neopan 100 Acros II,Eco Pro,1+1,100,9.5,8.07,8.55
Fuji Neopan 100 Acros II,Eco Pro,1+1,200,13.0,11.05,11.7
Fuji Neopan 100 Acros II,Eco Pro,1+1,400,22.0,18.7,19.8
Fuji Neopan 100 Acros II,Eco Pro,1+2,100,13.0,11.05,11.7
Fuji Neopan 100 Acros II,Eco Pro,1+3,100,14.0,11.9,12.6
Fuji Neopan 100 Acros II,Eco Pro,1+4,100,16.0,13.6,14.4
Fuji Neopan 100 Acros II,Eco Pro,stock,100,8.0,6.8,7.2
Fuji Neopan 100 Acros II,F76+,1+19,100,7.5,6.38,6.75
Fuji Neopan 100 Acros II,F76+,1+9,100,5.5,4.67,4.95
Fuji Neopan 100 Acros II,FA-1027,1+14,100,10.5,8.92,9.45
Fuji Neopan 100 Acros II,FD10,1+14,100,10.0,8.5,9.0
Fuji Neopan 100 Acros II,FD10,1+14,100,16.0,13.6,14.4
Fuji Neopan 100 Acros II,FD10,1+4,1600,23.0,19.55,20.7
Fuji Neopan 100 Acros II,FD10,1+9,100,7.0,5.95,6.3
Fuji Neopan 100 Acros II,FD10,1+9,100,9.0,7.65,8.1
Fuji Neopan 100 Acros II,Fomadon Excel,1+2,100,8.5,7.22,7.65
Fuji Neopan 100 Acros II,Fomadon Excel,1+3,100,9.5,8.07,8.55
Fuji Neopan 100 Acros II,Fomadon LQN,1+10,100,8.0,6.8,7.2
Fuji Neopan 100 Acros II,Fuji Microfine,stock,100,10.0,8.5,9.0
Fuji Neopan 100 Acros II,Fuji Microfine,stock,100,13.0,11.05,11.7
Fuji Neopan 100 Acros II,FX-19,stock,100,8.0,6.8,7.2
Fuji Neopan 100 Acros II,FX-37,1+3,100,6.5,5.52,5.85
Fuji Neopan 100 Acros II,FX-39,1+14,100,8.25,7.01,7.42
Fuji Neopan 100 Acros II,FX-39,1+19,100,11.0,9.35,9.9
Fuji Neopan 100 Acros II,FX-39,1+9,100,7.0,5.95,6.3
Fuji Neopan 100 Acros II,FX-39,1+9,200,6.5,5.52,5.85
Fuji Neopan 100 Acros II,FX-55,1+9,100,11.0,9.35,9.9
Fuji Neopan 100 Acros II,HC-110,B,100,5.5,4.67,4.95
Fuji Neopan 100 Acros II,HC-110,B,125,5.5,4.67,4.95
Fuji Neopan 100 Acros II,HC-110,B,200,7.5,6.38,6.75
Fuji Neopan 100 Acros II,HC-110,B,400,10.0,8.5,9.0
Fuji Neopan 100 Acros II,HC-110,B,80,4.5,3.82,4.05
Fuji Neopan 100 Acros II,HC-110,B,800,14.0,11.9,12.6
Fuji Neopan 100 Acros II,HC-110,C,100,5.0,4.25,4.5
Fuji Neopan 100 Acros II,HC-110,E,100,7.0,5.95,6.3
Fuji Neopan 100 Acros II,HC-110,H,100,10.0,8.5,9.0
Fuji Neopan 100 Acros II,ID-11,1+1,100,10.0,8.5,9.0
Fuji Neopan 100 Acros II,ID-11,1+1,200,14.5,12.32,13.05
Fuji Neopan 100 Acros II,ID-11,1+1,400,17.0,14.45,15.3
Fuji Neopan 100 Acros II,ID-11,1+1,800,21.0,17.85,18.9
Fuji Neopan 100 Acros II,ID-11,1+3,100,14.5,12.32,13.05
Fuji Neopan 100 Acros II,ID-11,stock,100,6.75,5.74,6.08
Fuji Neopan 100 Acros II,ID-11,stock,64,6.25,5.31,5.62
Fuji Neopan 100 Acros II,Ilfosol 3,1+14,100,9.5,8.07,8.55
Fuji Neopan 100 Acros II,Ilfosol 3,1+14,400,21.0,17.85,18.9
Fuji Neopan 100 Acros II,Ilfosol 3,1+14,80,7.0,5.95,6.3
Fuji Neopan 100 Acros II,Ilfosol 3,1+9,100,5.0,4.25,4.5
Fuji Neopan 100 Acros II,Ilfosol 3,1+9,80,5.0,4.25,4.5
Fuji Neopan 100 Acros II,Ilfotec DD,stock,100,13.0,11.05,11.7
Fuji Neopan 100 Acros II,Ilfotec DD-X,1+4,100,9.0,7.65,8.1
Fuji Neopan 100 Acros II,Ilfotec DD-X,1+4,200,14.0,11.9,12.6
Fuji Neopan 100 Acros II,Ilfotec DD-X,1+4,400,21.5,18.27,19.35
Fuji Neopan 100 Acros II,Ilfotec DD-X,1+9,100,16.0,13.6,14.4
Fuji Neopan 100 Acros II,Ilfotec HC,1+47,100,8.0,6.8,7.2
Fuji Neopan 100 Acros II,Ilfotec LC29,1+19,100,5.0,4.25,4.5
Fuji Neopan 100 Acros II,Ilfotec LC29,1+19,80,4.5,3.82,4.05
Fuji Neopan 100 Acros II,Ilfotec LC29,1+29,100,8.0,6.8,7.2
Fuji Neopan 100 Acros II,Ilfotec LC29,1+29,80,7.0,5.95,6.3
Fuji Neopan 100 Acros II,Microdol-X,stock,100,11.5,9.78,10.35
Fuji Neopan 100 Acros II,Microphen,1+1,100,9.0,7.65,8.1
Fuji Neopan 100 Acros II,Microphen,1+1,200,12.0,10.2,10.8
Fuji Neopan 100 Acros II,Microphen,1+3,100,14.5,12.32,13.05
Fuji Neopan 100 Acros II,Microphen,stock,100,8.0,6.8,7.2
Fuji Neopan 100 Acros II,Microphen,stock,400,13.0,11.05,11.7
Fuji Neopan 100 Acros II,Mikratol-2,1+50,100,14.0,11.9,12.6
Fuji Neopan 100 Acros II,Mocon,1+64,100,15.0,12.75,13.5
Fuji Neopan 100 Acros II,Neofin Blue,1+5,100,7.0,5.95,6.3
Fuji Neopan 100 Acros II,Neofin Blue,1+9,100,9.0,7.65,8.1
Fuji Neopan 100 Acros II,Neofin Blue,stock,100,6.0,5.1,5.4
Fuji Neopan 100 Acros II,Neopress HC,1+31,100,3.5,2.98,3.15
Fuji Neopan 100 Acros II,Neopress HC,1+31,400,4.5,3.82,4.05
Fuji Neopan 100 Acros II,Nucleol BF200,20+15+965,100,7.5,6.38,6.75
Fuji Neopan 100 Acros II,Nucleol BF200,20+15+965,50,6.0,5.1,5.4
Fuji Neopan 100 Acros II,Ornano Gradual ST20,1+9,100,7.5,6.38,6.75
Fuji Neopan 100 Acros II,Ornano Gradual ST20,1+9,50,6.5,5.52,5.85
Fuji Neopan 100 Acros II,Paranol S,1+25,100,6.0,5.1,5.4
Fuji Neopan 100 Acros II,Paranol S,1+50,100,14.0,11.9,12.6
Fuji Neopan 100 Acros II,PC-TEA,1+50,100,10.0,8.5,9.0
Fuji Neopan 100 Acros II,Perceptol,1+1,100,14.5,12.32,13.05
Fuji Neopan 100 Acros II,Perceptol,1+3,100,22.0,18.7,19.8
Fuji Neopan 100 Acros II,Perceptol,stock,100,12.5,10.62,11.25
Fuji Neopan 100 Acros II,Perceptol,stock,50,12.5,10.62,11.25
Fuji Neopan 100 Acros II,Pyrocat-HD,1+1+100,100,18.0,15.3,16.2
Fuji Neopan 100 Acros II,Pyrocat-HD,1+1+100,100,19.0,16.15,17.1
Fuji Neopan 100 Acros II,Pyrocat-HD,1+1+250,50,40.0,34.0,36.0
Fuji Neopan 100 Acros II,Rodinal,1+100,100,18.0,15.3,16.2
Fuji Neopan 100 Acros II,Rodinal,1+100,100,60.0,51.0,54.0
Fuji Neopan 100 Acros II,Rodinal,1+100,400,120.0,102.0,108.0
Fuji Neopan 100 Acros II,Rodinal,1+25,100,6.5,5.52,5.85
Fuji Neopan 100 Acros II,Rodinal,1+25,125,6.75,5.74,6.08
Fuji Neopan 100 Acros II,Rodinal,1+25,1600,15.0,12.75,13.5
Fuji Neopan 100 Acros II,Rodinal,1+25,400,7.75,6.59,6.98
Fuji Neopan 100 Acros II,Rodinal,1+25,400,13.0,11.05,11.7
Fuji Neopan 100 Acros II,Rodinal,1+25,800,8.5,7.22,7.65
Fuji Neopan 100 Acros II,Rodinal,1+300,100,180.0,153.0,162.0
Fuji Neopan 100 Acros II,Rodinal,1+400,100,240.0,204.0,216.0
Fuji Neopan 100 Acros II,Rodinal,1+50,100,13.5,11.47,12.15
Fuji Neopan 100 Acros II,Rodinal,1+50,50,11.0,9.35,9.9
Fuji Neopan 100 Acros II,Rodinal,1+50,64,10.0,8.5,9.0
Fuji Neopan 100 Acros II,Rodinal,1+50,80,11.5,9.78,10.35
Fuji Neopan 100 Acros II,Rollei D74,1+15,100,7.0,5.95,6.3
Fuji Neopan 100 Acros II,Rollei D74,1+9,100,5.0,4.25,4.5
Fuji Neopan 100 Acros II,Rollei RPX-D,1+19,100,8.0,6.8,7.2
Fuji Neopan 100 Acros II,Rollei RPX-D,1+19,80,7.5,6.38,6.75
Fuji Neopan 100 Acros II,Rollei Supergrain,1+15,100,7.5,6.38,6.75
Fuji Neopan 100 Acros II,Silberra Aphenol,stock,100,8.0,6.8,7.2
Fuji Neopan 100 Acros II,Silberra Ascorol,1+29,100,7.0,5.95,6.3
Fuji Neopan 100 Acros II,Silberra Microl,stock,100,13.0,11.05,11.7
Fuji Neopan 100 Acros II,SPD,1+1,100,6.5,5.52,5.85
Fuji Neopan 100 Acros II,SPD,1+1,80,6.5,5.52,5.85
Fuji Neopan 100 Acros II,SPD,stock,80,4.25,3.61,3.83
Fuji Neopan 100 Acros II,Sprint Standard,1+9,100,10.0,8.5,9.0
Fuji Neopan 100 Acros II,Spur HRX,1+20,64,11.0,9.35,9.9
Fuji Neopan 100 Acros II,Spur NHC,1+15,100,10.0,8.5,9.0
Fuji Neopan 100 Acros II,Spur NHC,1+15,125,14.0,11.9,12.6
Fuji Neopan 100 Acros II,Spur PXD,1+19,80,7.5,6.38,6.75
Fuji Neopan 100 Acros II,Spur SD 2525,1+15,80,7.0,5.95,6.3
Fuji Neopan 100 Acros II,Spur SLD,1+24,100,9.5,8.07,8.55
Fuji Neopan 100 Acros II,Spur Speed-Major,1+14,800,13.0,11.05,11.7
Fuji Neopan 100 Acros II,Spur Speed-Major,1+20,340,12.0,10.2,10.8
Fuji Neopan 100 Acros II,Spur Speed-Major,1+27,400,11.0,9.35,9.9
Fuji Neopan 100 Acros II,Spur Speed-Major,1+35,200,11.0,9.35,9.9
Fuji Neopan 100 Acros II,Spur Speed-Major,1+40,125,10.0,8.5,9.0
Fuji Neopan 100 Acros II,Spur Speed-Major,1+9,1250,15.0,12.75,13.5
Fuji Neopan 100 Acros II,Spur TRX 2000,1+35,100,11.0,9.35,9.9
Fuji Neopan 100 Acros II,Spur UFP,1+30,64,9.0,7.65,8.1
Fuji Neopan 100 Acros II,Studional,1+30,100,7.0,5.95,6.3
Fuji Neopan 100 Acros II,Suprol,1+19,100,5.0,4.25,4.5
Fuji Neopan 100 Acros II,Tanol,1+1+100,50,12.5,10.62,11.25
Fuji Neopan 100 Acros II,TMax Dev,1+4,100,5.5,4.67,4.95
Fuji Neopan 100 Acros II,TMax Dev,1+4,200,8.0,6.8,7.2
Fuji Neopan 100 Acros II,TMax Dev,1+4,400,10.5,8.92,9.45
Fuji Neopan 100 Acros II,TMax Dev,1+9,100,10.5,8.92,9.45
Fuji Neopan 100 Acros II,TMax RS,stock,100,5.25,4.46,4.73
Fuji Neopan 100 Acros II,Ultrafin,1+20,100,3.5,2.98,3.15
Fuji Neopan 100 Acros II,Ultrafin T-Plus,1+4,100,6.25,5.31,5.62
Fuji Neopan 100 Acros II,Ultrafine Liquid,1+2,100,8.0,6.8,7.2
Fuji Neopan 100 Acros II,Ultrafine Liquid,1+4,100,10.0,8.5,9.0
Fuji Neopan 100 Acros II,Uncle Mort's,1+9,100,5.0,4.25,4.5
Fuji Neopan 100 Acros II,WD2D+,1+1+50,100,10.0,8.5,9.0
Fuji Neopan 100 Acros II,XT-3,1+1,100,9.5,8.07,8.55
Fuji Neopan 100 Acros II,XT-3,1+1,200,13.0,11.05,11.7
Fuji Neopan 100 Acros II,XT-3,1+1,400,22.0,18.7,19.8
Fuji Neopan 100 Acros II,XT-3,1+2,100,13.0,11.05,11.7
Fuji Neopan 100 Acros II,XT-3,1+3,100,14.0,11.9,12.6
Fuji Neopan 100 Acros II,XT-3,1+4,100,16.0,13.6,14.4
Fuji Neopan 100 Acros II,XT-3,stock,100,8.0,6.8,7.2
Fuji Neopan 100 Acros II,Xtol,1+1,100,9.5,8.07,8.55
Fuji Neopan 100 Acros II,Xtol,1+1,200,13.0,11.05,11.7
Fuji Neopan 100 Acros II,Xtol,1+1,400,22.0,18.7,19.8
Fuji Neopan 100 Acros II,Xtol,1+2,100,13.0,11.05,11.7
Fuji Neopan 100 Acros II,Xtol,1+3,100,14.0,11.9,12.6
Fuji Neopan 100 Acros II,Xtol,1+4,100,16.0,13.6,14.4
Fuji Neopan 100 Acros II,Xtol,stock,100,8.0,6.8,7.2
Fuji Neopan 100ss,Acufine,stock,200,3.5,2.98,3.15
Fuji Neopan 100ss,Acufine,stock,400,5.0,4.25,4.5
Fuji Neopan 100ss,Beutler,1+1+10,100,9.0,7.65,8.1
Fuji Neopan 100ss,Caffenol Concoction,stock,100,15.0,12.75,13.5
Fuji Neopan 100ss,D-76,1+1,100,8.25,7.01,7.42
Fuji Neopan 100ss,D-76,1+1,200,9.0,7.65,8.1
Fuji Neopan 100ss,D-76,stock,100,6.75,5.74,6.08
Fuji Neopan 100ss,D-76,stock,200,7.25,6.16,6.53
Fuji Neopan 100ss,Eco Pro,1+1,100,9.5,8.07,8.55
Fuji Neopan 100ss,Eco Pro,stock,100,6.0,5.1,5.4
Fuji Neopan 100ss,Eco Pro,stock,200,6.5,5.52,5.85
Fuji Neopan 100ss,Fomadon LQN,1+10,100,8.0,6.8,7.2
Fuji Neopan 100ss,Fuji Microfine,1+1,100,11.5,9.78,10.35
Fuji Neopan 100ss,Fuji Microfine,stock,100,9.5,8.07,8.55
Fuji Neopan 100ss,FX-19,stock,100,9.0,7.65,8.1
Fuji Neopan 100ss,HC-110,B,100,5.5,4.67,4.95
Fuji Neopan 100ss,HC-110,B,1600,16.0,13.6,14.4
Fuji Neopan 100ss,HC-110,B,200,6.25,5.31,5.62
Fuji Neopan 100ss,ID-11,1+1,100,7.25,6.16,6.53
Fuji Neopan 100ss,ID-11,stock,100,5.5,4.67,4.95
Fuji Neopan 100ss,ID-11,stock,200,6.0,5.1,5.4
Fuji Neopan 100ss,ID-11,stock,400,8.5,7.22,7.65
Fuji Neopan 100ss,Ilfotec DD-X,1+4,100,5.0,4.25,4.5
Fuji Neopan 100ss,Ilfotec LC29,1+19,100,5.0,4.25,4.5
Fuji Neopan 100ss,Ilfotec LC29,1+19,200,6.0,5.1,5.4
Fuji Neopan 100ss,Microdol-X,1+1,100,8.5,7.22,7.65
Fuji Neopan 100ss,Microdol-X,stock,100,7.0,5.95,6.3
Fuji Neopan 100ss,Microphen,1+1,100,10.5,8.92,9.45
Fuji Neopan 100ss,PC-TEA,1+50,100,10.0,8.5,9.0
Fuji Neopan 100ss,Perceptol,1+3,100,23.0,19.55,20.7
Fuji Neopan 100ss,Perceptol,stock,100,9.0,7.65,8.1
Fuji Neopan 100ss,Pyrocat-HD,1+1+100,100,18.0,15.3,16.2
Fuji Neopan 100ss,Rodinal,1+300,100,360.0,306.0,324.0
Fuji Neopan 100ss,Silberra Ascorol,1+29,100,7.0,5.95,6.3
Fuji Neopan 100ss,SPD,1+1,100,7.0,5.95,6.3
Fuji Neopan 100ss,SPD,1+1,200,7.5,6.38,6.75
