film,developer,dilution,iso,inversion_20c_min,rotary_20c_min_0.85,rotary_20c_min_0.90
Fomapan 100,Black/White & Green,1+49,100,11.75,9.99,10.58
Fomapan 100,Caffenol C,stock,100,17.0,14.45,15.3
Fomapan 100,Caffenol C-H (rs),stock,100,12.5,10.62,11.25
Fomapan 100,Caffenol C-L,stock,100,25.0,21.25,22.5
Fomapan 100,Caffenol C-M,stock,200,15.0,12.75,13.5
Fomapan 100,Cawanol,stock,100,17.0,14.45,15.3
Fomapan 100,D-23,stock,100,11.0,9.35,9.9
Fomapan 100,D-23,stock,200,15.0,12.75,13.5
Fomapan 100,D-23,stock,80,7.0,5.95,6.3
Fomapan 100,D-72,1+2,100,4.0,3.4,3.6
Fomapan 100,D-76,1+1,100,10.0,8.5,9.0
Fomapan 100,D-76,1+1,200,14.0,11.9,12.6
Fomapan 100,D-76,1+1,400,18.0,15.3,16.2
Fomapan 100,D-76,1+1,80,8.75,7.44,7.88
Fomapan 100,D-76,1+3,100,17.0,14.45,15.3
Fomapan 100,D-76,stock,100,4.5,3.82,4.05
Fomapan 100,D-96,stock,100,8.0,6.8,7.2
Fomapan 100,DK-76b,1+1,100,5.5,4.67,4.95
Fomapan 100,Eco Pro,1+1,100,8.0,6.8,7.2
Fomapan 100,Eco Pro,1+1,100,6.5,5.52,5.85
Fomapan 100,Eco Pro,1+1,400,11.5,9.78,10.35
Fomapan 100,Eco Pro,1+2,125,9.0,7.65,8.1
Fomapan 100,F76+,1+9,100,7.0,5.95,6.3
Fomapan 100,FA-1027,1+14,100,9.0,7.65,8.1
Fomapan 100,FD10,1+14,100,9.0,7.65,8.1
Fomapan 100,FD10,1+9,100,8.0,6.8,7.2
Fomapan 100,Foma Retro Special,stock,100,4.0,3.4,3.6
Fomapan 100,Foma Universal,1+3,100,5.0,4.25,4.5
Fomapan 100,Foma W-17 Hydrofen,1+1,100,5.5,4.67,4.95
Fomapan 100,Fomadon LQN,1+10,100,18.0,15.3,16.2
Fomapan 100,Fomadon LQN,1+14,3200,42.0,35.7,37.8
Fomapan 100,Fomadon LQR,1+10,400,12.0,10.2,10.8
Fomapan 100,Fomadon R09,1+25,100,4.0,3.4,3.6
Fomapan 100,Fomadon R09,1+50,100,9.0,7.65,8.1
Fomapan 100,Fomadon R09,1+50,64,9.0,7.65,8.1
Fomapan 100,Fuji Microfine,stock,100,10.5,8.92,9.45
Fomapan 100,FX-15,1+1,100,11.0,9.35,9.9
Fomapan 100,FX-18,1+1,100,10.0,8.5,9.0
Fomapan 100,FX-39,1+7,1600,10.5,8.92,9.45
Fomapan 100,FX-39,1+9,100,7.0,5.95,6.3
Fomapan 100,FX-39,1+9,400,11.0,9.35,9.9
Fomapan 100,FX-55,1+19,160,17.0,14.45,15.3
Fomapan 100,FX-55,stock,100,6.0,5.1,5.4
Fomapan 100,FX-55,stock,125,7.0,5.95,6.3
Fomapan 100,FX-55,stock,80,9.0,7.65,8.1
Fomapan 100,HC-110,1+39,100,7.0,5.95,6.3
Fomapan 100,HC-110,B,100,6.0,5.1,5.4
Fomapan 100,HC-110,B,100,5.25,4.46,4.73
Fomapan 100,HC-110,B,1600,19.0,16.15,17.1
Fomapan 100,HC-110,B,400,11.5,9.78,10.35
Fomapan 100,HC-110,B,50,4.5,3.82,4.05
Fomapan 100,HC-110,D,100,7.0,5.95,6.3
Fomapan 100,HC-110,E,200,8.0,6.8,7.2
Fomapan 100,HC-110,E,64,6.0,5.1,5.4
Fomapan 100,HC-110,E,80,7.0,5.95,6.3
Fomapan 100,HC-110,F,100,12.0,10.2,10.8
Fomapan 100,HC-110,F,100,7.75,6.59,6.98
Fomapan 100,HC-110,F,64,7.75,6.59,6.98
Fomapan 100,HC-110,G,50,13.0,11.05,11.7
Fomapan 100,HC-110,H,100,10.0,8.5,9.0
Fomapan 100,HC-110,H,100,9.0,7.65,8.1
Fomapan 100,ID-11,1+1,100,10.0,8.5,9.0
Fomapan 100,ID-11,1+1,200,14.0,11.9,12.6
Fomapan 100,ID-11,1+1,400,18.0,15.3,16.2
Fomapan 100,ID-11,1+3,100,13.0,11.05,11.7
Fomapan 100,ID-11,1+3,200,22.5,19.12,20.25
Fomapan 100,ID-11,stock,200,10.0,8.5,9.0
Fomapan 100,ID-68,stock,100,6.0,5.1,5.4
Fomapan 100,ID-68,stock,200,8.5,7.22,7.65
Fomapan 100,Ilfosol 3,1+14,100,7.5,6.38,6.75
Fomapan 100,Ilfosol 3,1+14,100,5.0,4.25,4.5
Fomapan 100,Ilfosol 3,1+14,80,7.0,5.95,6.3
Fomapan 100,Ilfosol 3,1+9,100,6.0,5.1,5.4
Fomapan 100,Ilfosol 3,1+9,100,5.0,4.25,4.5
Fomapan 100,Ilfosol 3,1+9,100,3.0,2.55,2.7
Fomapan 100,Ilfotec DD,1+4,100,9.0,7.65,8.1
Fomapan 100,Ilfotec DD-X,1+4,100,8.0,6.8,7.2
Fomapan 100,Ilfotec DD-X,1+4,200,9.0,7.65,8.1
Fomapan 100,Ilfotec DD-X,1+4,400,11.25,9.56,10.12
Fomapan 100,Ilfotec DD-X,1+9,100,12.0,10.2,10.8
Fomapan 100,Ilfotec HC,1+31,100,7.0,5.95,6.3
Fomapan 100,Ilfotec HC,1+50,100,10.0,8.5,9.0
Fomapan 100,Ilfotec LC29,1+19,100,6.5,5.52,5.85
Fomapan 100,Kalogen,1+50,100,12.5,10.62,11.25
Fomapan 100,Kalogen,1+60,200,16.0,13.6,14.4
Fomapan 100,Liquidol,1+19,100,1.0,0.85,0.9
Fomapan 100,Lucky HB-17,1+15,100,10.25,8.71,9.22
Fomapan 100,Lucky HB-17,1+19,100,12.25,10.41,11.03
Fomapan 100,Marathon,1+9,100,6.0,5.1,5.4
Fomapan 100,Metolal,1+50,100,14.0,11.9,12.6
Fomapan 100,Microdol-X,stock,100,8.0,6.8,7.2
Fomapan 100,Microphen,1+3,50,11.5,9.78,10.35
Fomapan 100,Microphen,stock,200,8.5,7.22,7.65
Fomapan 100,Microphen,stock,800,16.0,13.6,14.4
Fomapan 100,Mikratol-2,1+100,100,32.0,27.2,28.8
Fomapan 100,Mikratol-2,1+50,100,11.0,9.35,9.9
Fomapan 100,Neofin Blue,1+5,100,4.0,3.4,3.6
Fomapan 100,Neofin Blue,1+9,100,8.0,6.8,7.2
Fomapan 100,Paranol S,1+25,100,4.0,3.4,3.6
Fomapan 100,Paranol S,1+50,100,10.0,8.5,9.0
Fomapan 100,Parvofin,stock,100,5.5,4.67,4.95
Fomapan 100,PC-TEA,1+50,100,10.0,8.5,9.0
Fomapan 100,PC-TEA,1+50,100,5.75,4.89,5.17
Fomapan 100,PC-TEA,1+50,50,8.5,7.22,7.65
Fomapan 100,Perceptol,1+1,50,7.0,5.95,6.3
Fomapan 100,Perceptol,stock,100,8.0,6.8,7.2
Fomapan 100,Perceptol,stock,50,7.5,6.38,6.75
Fomapan 100,PMK,1+2+100,40,11.0,9.35,9.9
Fomapan 100,Promicrol,1+14,200,13.0,11.05,11.7
Fomapan 100,Pyrocat-HD,1+1+100,100,12.0,10.2,10.8
Fomapan 100,Pyrocat-HD,1+1+100,64,12.0,10.2,10.8
Fomapan 100,Pyrocat-HD,2+2+100,100,10.0,8.5,9.0
Fomapan 100,Rodinal,1+100,100,18.0,15.3,16.2
Fomapan 100,Rodinal,1+100,400,26.0,22.1,23.4
Fomapan 100,Rodinal,1+100,50,7.0,5.95,6.3
Fomapan 100,Rodinal,1+100,800,90.0,76.5,81.0
Fomapan 100,Rodinal,1+200,100,30.0,25.5,27.0
Fomapan 100,Rodinal,1+25,100,5.5,4.67,4.95
Fomapan 100,Rodinal,1+25,100,12.0,10.2,10.8
Fomapan 100,Rodinal,1+25,1600,22.0,18.7,19.8
Fomapan 100,Rodinal,1+25,400,13.5,11.47,12.15
Fomapan 100,Rodinal,1+25,400,6.5,5.52,5.85
Fomapan 100,Rodinal,1+25,800,12.0,10.2,10.8
Fomapan 100,Rodinal,1+50,100,8.5,7.22,7.65
Fomapan 100,Rodinal,1+50,200,12.0,10.2,10.8
Fomapan 100,Rodinal,1+50,400,21.5,18.27,19.35
Fomapan 100,Rodinal,1+50,80,7.0,5.95,6.3
Fomapan 100,Rodinal,1+50,800,23.0,19.55,20.7
Fomapan 100,Rollei Supergrain,1+15,64,9.5,8.07,8.55
Fomapan 100,Romek PQ7,1+3,100,10.0,8.5,9.0
Fomapan 100,Romek PQ7,1+3,400,12.0,10.2,10.8
Fomapan 100,Silberra Aphenol,stock,100,5.0,4.25,4.5
Fomapan 100,Silberra Ascorol,1+29,100,6.0,5.1,5.4
Fomapan 100,Silberra Microl,stock,100,11.0,9.35,9.9
Fomapan 100,SP-76EC,1+11,50,8.0,6.8,7.2
Fomapan 100,SP-76EC,1+14,50,8.0,6.8,7.2
Fomapan 100,SP-76EC,1+19,50,8.0,6.8,7.2
Fomapan 100,SP-76EC,1+9,50,10.0,8.5,9.0
Fomapan 100,SP-Ultra 4LF,1+9,125,7.0,5.95,6.3
Fomapan 100,Sprint Standard,1+9,100,8.5,7.22,7.65
Fomapan 100,Spur HRX,1+20,100,11.5,9.78,10.35
Fomapan 100,Spur NHC,1+15,125,12.0,10.2,10.8
Fomapan 100,Spur NHC,1+20,125,8.0,6.8,7.2
Fomapan 100,Spur NHC,1+29,100,8.0,6.8,7.2
Fomapan 100,Spur SLD,1+19,64,6.0,5.1,5.4
Fomapan 100,Spur SLD,1+24,125,10.0,8.5,9.0
Fomapan 100,Spur TRX 2000,1+40,100,12.0,10.2,10.8
Fomapan 100,Spur UFP,1+30,80,9.0,7.65,8.1
Fomapan 100,Studional,1+31,100,10.0,8.5,9.0
Fomapan 100,TMax Dev,1+4,400,11.0,9.35,9.9
Fomapan 100,TMax Dev,1+9,100,8.0,6.8,7.2
Fomapan 100,TMax Dev,1+9,400,15.25,12.96,13.72
Fomapan 100,TMax RS,stock,100,5.5,4.67,4.95
Fomapan 100,Ultrafin,1+20,100,7.5,6.38,6.75
Fomapan 100,Ultrafin,1+20,100,4.5,3.82,4.05
Fomapan 100,Ultrafin T-Plus,1+4,100,4.5,3.82,4.05
Fomapan 100,XT-3,1+1,100,8.0,6.8,7.2
Fomapan 100,XT-3,1+1,100,6.5,5.52,5.85
Fomapan 100,XT-3,1+1,400,11.5,9.78,10.35
Fomapan 100,XT-3,1+2,125,9.0,7.65,8.1
Fomapan 100,Xtol,1+1,100,8.0,6.8,7.2
Fomapan 100,Xtol,1+1,100,6.5,5.52,5.85
Fomapan 100,Xtol,1+1,400,11.5,9.78,10.35
Fomapan 100,Xtol,1+2,125,9.0,7.65,8.1
Fomapan 200,510-Pyro,1+100,100,11.25,9.56,10.12
Fomapan 200,510-Pyro,1+100,160,6.5,5.52,5.85
Fomapan 200,510-Pyro,1+100,200,7.5,6.38,6.75
Fomapan 200,Acufine,stock,200,3.0,2.55,2.7
Fomapan 200,Adox HR-DEV,1+35,125,12.0,10.2,10.8
Fomapan 200,ADX II,1+24,160,10.0,8.5,9.0
Fomapan 200,Agfa 14,1+1,200,17.0,14.45,15.3
Fomapan 200,Amaloco AM74,1+15,200,7.5,6.38,6.75
Fomapan 200,Amaloco AM74,1+7,200,5.0,4.25,4.5
Fomapan 200,Arista® Premium,1+9,200,7.5,6.38,6.75
Fomapan 200,Ars-Imago FD,1+39,200,6.0,5.1,5.4
Fomapan 200,Atomal 49,1+1,200,13.0,11.05,11.7
Fomapan 200,Atomal 49,1+2,200,17.0,14.45,15.3
Fomapan 200,Atomal 49,3+2,200,8.0,6.8,7.2
Fomapan 200,AVR-3,1+50,200,11.5,9.78,10.35
Fomapan 200,Bellini Hydrofen,1+31,200,12.0,10.2,10.8
Fomapan 200,Berspeed,1+1,200,10.0,8.5,9.0
Fomapan 200,Beutler,1+1+8,200,8.0,6.8,7.2
Fomapan 200,Black/White & Green,1+49,100,10.0,8.5,9.0
Fomapan 200,BW-TNEG,1+6,200,6.0,5.1,5.4
Fomapan 200,Caffenol C,stock,200,25.0,21.25,22.5
Fomapan 200,Caffenol C-L,stock,200,70.0,59.5,63.0
Fomapan 200,Cawanol,stock,200,15.0,12.75,13.5
Fomapan 200,D-23,1+3,100,19.0,16.15,17.1
Fomapan 200,D-23,stock,200,7.0,5.95,6.3
Fomapan 200,D-76,1+1,100,7.75,6.59,6.98
Fomapan 200,D-76,1+3,100,8.0,6.8,7.2
Fomapan 200,D-76,1+3,400,18.0,15.3,16.2
Fomapan 200,Eco Pro,1+1,200,8.5,7.22,7.65
Fomapan 200,Eco Pro,stock,200,6.0,5.1,5.4
Fomapan 200,F76+,1+19,200,10.5,8.92,9.45
Fomapan 200,F76+,1+9,200,7.5,6.38,6.75
Fomapan 200,FA-1027,1+19,200,10.5,8.92,9.45
Fomapan 200,Foma Retro Special,stock,200,5.0,4.25,4.5
Fomapan 200,Fomadon Excel,stock,100,6.0,5.1,5.4
Fomapan 200,Fomadon P,1+1,200,8.5,7.22,7.65
Fomapan 200,Fomadon R09,1+25,200,5.0,4.25,4.5
Fomapan 200,Fomadon R09,1+50,200,10.0,8.5,9.0
Fomapan 200,Fomadon R09,1+60,125,10.5,8.92,9.45
Fomapan 200,FX-39,1+9,200,10.0,8.5,9.0
Fomapan 200,FX-55,1+9,200,10.0,8.5,9.0
Fomapan 200,HC-110,1+87,50,8.0,6.8,7.2
Fomapan 200,HC-110,B,200,3.5,2.98,3.15
Fomapan 200,HC-110,B,3200,20.0,17.0,18.0
Fomapan 200,HC-110,B,400,7.0,5.95,6.3
Fomapan 200,HC-110,E,200,5.5,4.67,4.95
Fomapan 200,HC-110,E,800,11.0,9.35,9.9
Fomapan 200,HC-110,H,200,9.0,7.65,8.1
Fomapan 200,HC-110,H,400,18.0,15.3,16.2
Fomapan 200,HC-110,H,640,26.0,22.1,23.4
Fomapan 200,ID-11,1+3,400,18.0,15.3,16.2
Fomapan 200,ID-11,stock,400,8.0,6.8,7.2
Fomapan 200,Ilfosol 3,1+14,200,6.0,5.1,5.4
Fomapan 200,Ilfotec DD-X,1+4,1600,18.5,15.72,16.65
Fomapan 200,Ilfotec DD-X,1+4,200,6.0,5.1,5.4
Fomapan 200,Ilfotec DD-X,1+4,3200,24.5,20.82,22.05
Fomapan 200,Ilfotec DD-X,1+4,400,9.0,7.65,8.1
Fomapan 200,Ilfotec DD-X,1+4,400,11.5,9.78,10.35
Fomapan 200,Ilfotec DD-X,1+4,400,10.5,8.92,9.45
Fomapan 200,Ilfotec DD-X,1+4,800,12.5,10.62,11.25
Fomapan 200,Ilfotec DD-X,1+9,200,9.0,7.65,8.1
Fomapan 200,Ilfotec HC,1+31,200,5.75,4.89,5.17
Fomapan 200,Ilfotec HC,1+31,200,9.0,7.65,8.1
Fomapan 200,Ilfotec HC,1+31,800,12.0,10.2,10.8
Fomapan 200,Ilfotec LC29,1+19,200,6.5,5.52,5.85
Fomapan 200,Ilfotec LC29,1+29,400,15.0,12.75,13.5
Fomapan 200,Marathon,1+9,100,5.0,4.25,4.5
Fomapan 200,Microdol-X,1+1,200,8.5,7.22,7.65
Fomapan 200,Microdol-X,stock,200,9.0,7.65,8.1
Fomapan 200,Microphen,stock,400,7.25,6.16,6.53
Fomapan 200,Neofin Blue,1+5,200,8.0,6.8,7.2
Fomapan 200,Neofin Blue,1+9,200,12.0,10.2,10.8
Fomapan 200,Paranol S,1+25,200,5.0,4.25,4.5
Fomapan 200,Paranol S,1+50,200,11.0,9.35,9.9
Fomapan 200,PC-TEA,1+50,200,9.0,7.65,8.1
Fomapan 200,Perceptol,1+1,200,7.5,6.38,6.75
Fomapan 200,Perceptol,stock,200,6.0,5.1,5.4
Fomapan 200,PMK,1+2+100,64,11.0,9.35,9.9
Fomapan 200,PMK,1+2+50,250,12.0,10.2,10.8
Fomapan 200,Pyrocat-HD,1+1+100,100,7.0,5.95,6.3
Fomapan 200,Rodinal,1+100,200,18.0,15.3,16.2
Fomapan 200,Rodinal,1+25,200,5.0,4.25,4.5
Fomapan 200,Rodinal,1+25,25,3.5,2.98,3.15
Fomapan 200,Rodinal,1+25,800,9.5,8.07,8.55
Fomapan 200,Rodinal,1+50,160,8.0,6.8,7.2
Fomapan 200,Rodinal,1+50,400,14.0,11.9,12.6
Fomapan 200,Rodinal,1+50,50,5.75,4.89,5.17
Fomapan 200,Rodinal,1+50,800,23.0,19.55,20.7
Fomapan 200,Romek PQ7,1+3,200,11.5,9.78,10.35
Fomapan 200,Silberra Ascorol,1+29,200,7.0,5.95,6.3
Fomapan 200,SP-76EC,1+11,100,7.0,5.95,6.3
Fomapan 200,SP-76EC,1+14,100,7.0,5.95,6.3
Fomapan 200,SP-76EC,1+19,100,7.0,5.95,6.3
Fomapan 200,SP-76EC,1+9,100,7.0,5.95,6.3
Fomapan 200,SP-Ultra 4LF,1+9,250,8.0,6.8,7.2
Fomapan 200,SPD,1+1,100,5.5,4.67,4.95
Fomapan 200,Sprint Standard,1+9,200,6.5,5.52,5.85
Fomapan 200,Spur HRX,1+17,125,9.0,7.65,8.1
Fomapan 200,Spur SLD,1+20,125,10.5,8.92,9.45
Fomapan 200,Spur SLD,1+9,200,3.5,2.98,3.15
Fomapan 200,Spur TRX 2000,1+35,125,12.0,10.2,10.8
Fomapan 200,Spur UFP,1+20,125,8.0,6.8,7.2
Fomapan 200,Studional,1+15,200,6.0,5.1,5.4
Fomapan 200,Studional,1+31,200,12.0,10.2,10.8
Fomapan 200,TFX-2,stock,400,18.0,15.3,16.2
Fomapan 200,TMax Dev,1+4,400,7.5,6.38,6.75
Fomapan 200,TMax RS,stock,200,4.5,3.82,4.05
Fomapan 200,Ultrafin,1+20,200,7.5,6.38,6.75
Fomapan 200,Ultrafin T-Plus,1+4,200,6.25,5.31,5.62
Fomapan 200,XT-3,1+1,200,8.5,7.22,7.65
Fomapan 200,XT-3,1+1,800,9.5,8.07,8.55
Fomapan 200,XT-3,stock,200,6.0,5.1,5.4
Fomapan 200,Xtol,1+1,200,8.5,7.22,7.65
Fomapan 200,Xtol,1+1,800,9.5,8.07,8.55
Fomapan 200,Xtol,stock,200,5.0,4.25,4.5
Fomapan 200,Xtol,stock,200,6.0,5.1,5.4
Fomapan 400,510-Pyro,1+100,200,17.0,14.45,15.3
Fomapan 400,510-Pyro,1+100,400,8.25,7.01,7.42
Fomapan 400,510-Pyro,1+100,400,23.0,19.55,20.7
Fomapan 400,510-Pyro,1+150,400,15.0,12.75,13.5
Fomapan 400,Acufine,stock,400,6.0,5.1,5.4
Fomapan 400,Adox HR-DEV,1+29,400,18.0,15.3,16.2
Fomapan 400,Adox HR-DEV,1+30,200,15.0,12.75,13.5
Fomapan 400,ADX II,1+24,320,13.0,11.05,11.7
Fomapan 400,Amaloco AM74,1+9,200,6.0,5.1,5.4
Fomapan 400,Arista® Premium,1+9,400,8.0,6.8,7.2
Fomapan 400,Ars-Imago FD,1+39,400,9.0,7.65,8.1
Fomapan 400,Ars-Imago FE,1+1,400,7.0,5.95,6.3
Fomapan 400,Atomal 49,1+1,400,13.0,11.05,11.7
Fomapan 400,Atomal 49,1+2,400,17.0,14.45,15.3
Fomapan 400,AVR-3,1+50,400,12.0,10.2,10.8
Fomapan 400,Bellini B&W Ecofilm,1+50,400,15.5,13.17,13.95
Fomapan 400,Bellini Hydrofen,1+30,800,18.0,15.3,16.2
Fomapan 400,Bellini Hydrofen,1+31,400,12.0,10.2,10.8
Fomapan 400,Bellini Hydrofen,1+39,400,6.5,5.52,5.85
Fomapan 400,Berspeed,1+1,400,12.0,10.2,10.8
Fomapan 400,Black/White & Green,1+49,100,13.5,11.47,12.15
Fomapan 400,Caffenol C,stock,320,40.0,34.0,36.0
Fomapan 400,Caffenol C-L,stock,1600,64.0,54.4,57.6
Fomapan 400,Caffenol C-L,stock,400,35.0,29.75,31.5
Fomapan 400,Caffenol C-M (+i),stock,400,15.0,12.75,13.5
Fomapan 400,Caffenol Delta STD,stock,400,13.0,11.05,11.7
Fomapan 400,Caffenol Green Tea,stock,400,16.0,13.6,14.4
Fomapan 400,Cawanol,stock,400,17.0,14.45,15.3
Fomapan 400,D-19,stock,400,8.0,6.8,7.2
Fomapan 400,D-23,1+2,400,20.0,17.0,18.0
Fomapan 400,D-23,stock,250,7.5,6.38,6.75
Fomapan 400,D-76,1+1,1600,25.0,21.25,22.5
Fomapan 400,D-76,1+1,800,17.0,14.45,15.3
Fomapan 400,D-76,1+2,400,15.25,12.96,13.72
Fomapan 400,D-76,stock,1600,20.0,17.0,18.0
Fomapan 400,D-76,stock,400,7.0,5.95,6.3
Fomapan 400,D-76,stock,800,11.0,9.35,9.9
Fomapan 400,Diafine,1+1,400,8.0,6.8,7.2
Fomapan 400,DK-50,1+3,100,5.0,4.25,4.5
Fomapan 400,DK-50,1+3,200,14.0,11.9,12.6
Fomapan 400,DS-10,1+1,400,13.0,11.05,11.7
Fomapan 400,Eco Pro,1+1,320,8.0,6.8,7.2
Fomapan 400,Eco Pro,1+1,400,9.5,8.07,8.55
Fomapan 400,Eco Pro,1+1,400,12.0,10.2,10.8
Fomapan 400,Eco Pro,1+3,160,5.25,4.46,4.73
Fomapan 400,Eco Pro,stock,400,7.0,5.95,6.3
Fomapan 400,Eco Pro,stock,640,10.5,8.92,9.45
Fomapan 400,F76+,1+9,400,8.0,6.8,7.2
Fomapan 400,FA-1027,1+14,400,9.0,7.65,8.1
Fomapan 400,FD10,1+9,400,10.0,8.5,9.0
Fomapan 400,Foma Retro Special,stock,400,6.0,5.1,5.4
Fomapan 400,Foma Universal,1+3,1600,18.0,15.3,16.2
Fomapan 400,Foma Universal,1+3,400,7.5,6.38,6.75
Fomapan 400,Foma W-17 Hydrofen,stock,1600,10.0,8.5,9.0
Fomapan 400,Fomadon Excel,1+1,400,9.5,8.07,8.55
Fomapan 400,Fomadon Excel,1+1,400,12.0,10.2,10.8
Fomapan 400,Fomadon Excel,stock,400,7.0,5.95,6.3
Fomapan 400,Fomadon Excel,stock,800,13.25,11.26,11.93
Fomapan 400,Fomadon Excel,stock,800,11.0,9.35,9.9
Fomapan 400,Fomadon P,1+3,400,22.0,18.7,19.8
Fomapan 400,Fomadon R09,1+100,3200,70.0,59.5,63.0
Fomapan 400,Fomadon R09,1+25,400,6.0,5.1,5.4
Fomapan 400,Fomadon R09,1+50,400,12.0,10.2,10.8
Fomapan 400,FotoApteka A-RSC,1+34,400,8.0,6.8,7.2
Fomapan 400,FX-15,1+1,200,13.0,11.05,11.7
Fomapan 400,FX-2,stock,200,15.0,12.75,13.5
Fomapan 400,FX-39,1+9,200,9.0,7.65,8.1
Fomapan 400,FX-39,1+9,400,14.0,11.9,12.6
Fomapan 400,FX-4,1+3,400,18.0,15.3,16.2
Fomapan 400,HC-110,1+100,3200,60.0,51.0,54.0
Fomapan 400,HC-110,3+500,400,100.0,85.0,90.0
Fomapan 400,HC-110,B,1600,13.0,11.05,11.7
Fomapan 400,HC-110,B,320,6.0,5.1,5.4
Fomapan 400,HC-110,B,400,7.0,5.95,6.3
Fomapan 400,HC-110,B,800,10.0,8.5,9.0
Fomapan 400,HC-110,E,240,7.5,6.38,6.75
Fomapan 400,HC-110,G,200,18.0,15.3,16.2
Fomapan 400,HC-110,H,400,13.0,11.05,11.7
Fomapan 400,HC-110,H,800,18.5,15.72,16.65
Fomapan 400,Hubl Glycin Paste,1+50,400,90.0,76.5,81.0
Fomapan 400,ID-11,1+1,800,17.0,14.45,15.3
Fomapan 400,ID-11,1+1,800,15.0,12.75,13.5
Fomapan 400,ID-11,stock,800,11.0,9.35,9.9
Fomapan 400,Ilford Multigrade,1+9,125,9.0,7.65,8.1
Fomapan 400,Ilfosol 3,1+10,800,12.5,10.62,11.25
Fomapan 400,Ilfosol 3,1+14,800,12.0,10.2,10.8
Fomapan 400,Ilfosol 3,1+9,400,10.0,8.5,9.0
Fomapan 400,Ilfosol 3,1+9,400,8.5,7.22,7.65
Fomapan 400,Ilfosol 3,1+9,800,12.0,10.2,10.8
Fomapan 400,Ilfotec DD-X,1+4,320,9.0,7.65,8.1
Fomapan 400,Ilfotec DD-X,1+4,400,9.0,7.65,8.1
Fomapan 400,Ilfotec DD-X,1+4,800,10.75,9.14,9.68
Fomapan 400,Ilfotec DD-X,1+9,200,12.5,10.62,11.25
Fomapan 400,Ilfotec DD-X,1+9,400,12.0,10.2,10.8
Fomapan 400,Ilfotec HC,1+31,250,7.0,5.95,6.3
Fomapan 400,Ilfotec LC29,1+19,1600,14.0,11.9,12.6
Fomapan 400,Ilfotec LC29,1+19,400,6.5,5.52,5.85
Fomapan 400,Ilfotec LC29,1+19,800,9.5,8.07,8.55
Fomapan 400,Ilfotec LC29,1+29,200,7.0,5.95,6.3
Fomapan 400,Ilfotec LC29,1+29,400,9.0,7.65,8.1
Fomapan 400,Marathon,1+9,100,6.5,5.52,5.85
Fomapan 400,Microdol-X,1+3,400,32.0,27.2,28.8
Fomapan 400,Microdol-X,stock,400,15.0,12.75,13.5
Fomapan 400,Microphen,stock,1600,17.0,14.45,15.3
Fomapan 400,Microphen,stock,800,15.0,12.75,13.5
Fomapan 400,Ornano Gradual ST20,1+9,400,12.0,10.2,10.8
Fomapan 400,Paranol S,1+25,400,7.0,5.95,6.3
Fomapan 400,Paranol S,1+50,400,15.0,12.75,13.5
Fomapan 400,PC-TEA,1+25,400,7.5,6.38,6.75
Fomapan 400,PC-TEA,1+50,400,12.0,10.2,10.8
Fomapan 400,Perceptol,1+2,800,27.0,22.95,24.3
Fomapan 400,Perceptol,1+3,320,21.0,17.85,18.9
Fomapan 400,PMK,1+2+100,400,13.0,11.05,11.7
Fomapan 400,PQ Universal,1+29,400,5.5,4.67,4.95
Fomapan 400,Promicrol,1+14,400,12.0,10.2,10.8
Fomapan 400,Promicrol,1+14,800,15.0,12.75,13.5
Fomapan 400,Rodinal,1+100,3200,60.0,51.0,54.0
Fomapan 400,Rodinal,1+100,400,30.0,25.5,27.0
Fomapan 400,Rodinal,1+100,400,120.0,102.0,108.0
Fomapan 400,Rodinal,1+25,1600,20.0,17.0,18.0
Fomapan 400,Rodinal,1+25,3200,25.0,21.25,22.5
Fomapan 400,Rodinal,1+25,400,5.5,4.67,4.95
Fomapan 400,Rodinal,1+25,6400,90.0,76.5,81.0
Fomapan 400,Rodinal,1+25,6400,80.0,68.0,72.0
Fomapan 400,Rodinal,1+25,800,10.0,8.5,9.0
Fomapan 400,Rodinal,1+39,200,8.0,6.8,7.2
Fomapan 400,Rodinal,1+50,100,7.0,5.95,6.3
Fomapan 400,Rodinal,1+50,100,8.5,7.22,7.65
Fomapan 400,Rodinal,1+50,1600,24.0,20.4,21.6
Fomapan 400,Rodinal,1+50,200,11.0,9.35,9.9
Fomapan 400,Rodinal,1+50,3200,52.0,44.2,46.8
Fomapan 400,Rodinal,1+50,3200,30.0,25.5,27.0
Fomapan 400,Rodinal,1+50,400,15.0,12.75,13.5
Fomapan 400,Rodinal,1+50,400,11.0,9.35,9.9
Fomapan 400,Rodinal,1+50,800,19.0,16.15,17.1
Fomapan 400,Rollei Supergrain,1+15,400,8.5,7.22,7.65
Fomapan 400,Rollei Supergrain,1+9,800,9.0,7.65,8.1
Fomapan 400,Romek PQ7,1+3,1600,25.0,21.25,22.5
Fomapan 400,Romek PQ7,1+3,400,12.5,10.62,11.25
Fomapan 400,Silberra Aphenol,stock,800,8.5,7.22,7.65
Fomapan 400,Silberra Ascorol,1+29,400,8.0,6.8,7.2
Fomapan 400,SP-76EC,1+14,250,9.0,7.65,8.1
Fomapan 400,SP-76EC,1+7,250,9.0,7.65,8.1
Fomapan 400,SP-76EC,1+9,250,9.0,7.65,8.1
Fomapan 400,SP-Ultra 4LF,1+9,400,8.0,6.8,7.2
Fomapan 400,Sprint Standard,1+9,400,12.0,10.2,10.8
