film,developer,dilution,iso,t35mm_min,t120_min,t_sheet_min,temp_c,mdc_row,source
Kodak 2468,Ilfosol 3,1+5,0.4,8.0,,,20.0,13926,MassiveDevChart
Kodak 2494,Eco Pro,stock,50,8.75,,,20.0,,MassiveDevChart
Kodak 2494,Rodinal,1+50,100,8.5,,,20.0,,MassiveDevChart
Kodak 2494,Rodinal,1+50,400,15.5,,,20.0,,MassiveDevChart
Kodak 2494,Rodinal,1+50,50,7.0,,,20.0,,MassiveDevChart
Kodak 2494,Xtol,stock,50,8.75,,,20.0,,MassiveDevChart
Kodak 2556,HC-110,1+120,3,,,12.5,20.0,18849,MassiveDevChart
Kodak Aerecon 3409,D-76,1+1,25,,8.0,,20.0,,MassiveDevChart
Kodak Aerecon 3409,D-76,stock,50,10.0,10.0,,20.0,,MassiveDevChart
Kodak Aerecon 3409,PC-TEA,1+50,50,10.0,10.0,,20.0,,MassiveDevChart
Kodak Aerecon 3409,TMax Dev,1+4,16,7.5,7.5,,20.0,,MassiveDevChart
Kodak Aerecon 3409,Xtol,1+1,16,10.5,10.5,,20.0,,MassiveDevChart
Kodak Aerecon 3409,Xtol,stock,16,,,,20.0,,MassiveDevChart
Kodak Aerocolor IV 2460,ID-11,stock,100,13.5,,,20.0,18804,MassiveDevChart
Kodak Aerocolor IV 2460,ID-11,stock,200,17.0,,,20.0,18803,MassiveDevChart
Kodak BW400CN,D-76,stock,400,,14.0,,21.0,5500,MassiveDevChart
Kodak BW400CN,D-76,stock,400,14.0,,,22.0,5030,MassiveDevChart
Kodak BW400CN,Eco Pro,1+3,400,,16.0,,20.0,13015,MassiveDevChart
Kodak BW400CN,HC-110,B,400,5.5,,,20.0,9319,MassiveDevChart
Kodak BW400CN,ID-11,1+1,400,14.0,,,22.0,,MassiveDevChart
Kodak BW400CN,Ilfotec DD-X,1+4,1600,20.0,,,20.0,,MassiveDevChart
Kodak BW400CN,Ilfotec DD-X,1+4,400,12.0,,,20.0,,MassiveDevChart
Kodak BW400CN,Rodinal,1+100,400,60.0,,,20.0,9438,MassiveDevChart
Kodak BW400CN,Rollei D74,1+50,400,45.0,,,24.0,15120,MassiveDevChart
Kodak BW400CN,Rollei RHS DC,1+50,400,45.0,,,24.0,9577,MassiveDevChart
Kodak BW400CN,XT-3,1+3,400,,16.0,,20.0,16275,MassiveDevChart
Kodak BW400CN,Xtol,1+3,400,,16.0,,20.0,5533,MassiveDevChart
Kodak Direct Positive 5246,Black/White & Green,1+49,80,16.0,,,20.0,,MassiveDevChart
Kodak Direct Positive 5246,HC-110,F,50,11.5,,,20.0,11612,MassiveDevChart
Kodak Double-X (5222),510-Pyro,1+100,125,16.0,,,20.0,16788,MassiveDevChart
Kodak Double-X (5222),510-Pyro,1+100,200,7.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),510-Pyro,1+100,200,14.25,,,20.0,18505,MassiveDevChart
Kodak Double-X (5222),777,stock,250,11.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Acufine,stock,800,7.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Adox HR-DEV,1+20,1000,15.0,,,24.0,13831,MassiveDevChart
Kodak Double-X (5222),Adox HR-DEV,1+24,800,15.0,,,20.0,13830,MassiveDevChart
Kodak Double-X (5222),Adox HR-DEV,1+30,400,14.0,,,20.0,13829,MassiveDevChart
Kodak Double-X (5222),Agfa Ansco 47,stock,250,5.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Atomal 49,1+1,200,,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Bellini DF2 Duo Step,stock,1600,,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Bellini DF2 Duo Step,stock,640,,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Bellini FX6a Monobath,stock,250,9.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Bellini Hydrofen,1+39,250,5.25,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Bellini Hydrofen,1+39,400,6.5,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Berspeed,1+1,1600,20.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Black/White & Green,1+49,100,11.75,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Caffenol Delta STD,stock,250,10.0,,,20.0,17300,MassiveDevChart
Kodak Double-X (5222),D-23,1+3,250,20.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),D-76,1+1,250,10.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),D-76,1+1,400,13.5,,,20.0,,MassiveDevChart
Kodak Double-X (5222),D-76,1+1,800,21.5,,,20.0,18507,MassiveDevChart
Kodak Double-X (5222),D-76,1+1,800,27.0,,,20.0,18578,MassiveDevChart
Kodak Double-X (5222),D-76,1+1,800,17.5,,,21.0,,MassiveDevChart
Kodak Double-X (5222),D-76,1+2,100,9.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),D-76,1+2,200,11.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),D-76,1+2,250,12.0,,,22.0,,MassiveDevChart
Kodak Double-X (5222),D-76,1+3,100,13.0,,,18.0,,MassiveDevChart
Kodak Double-X (5222),D-76,1+3,250,20.0,,,22.0,11449,MassiveDevChart
Kodak Double-X (5222),D-76,1+3,400,27.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),D-76,stock,100,4.25,,,20.0,,MassiveDevChart
Kodak Double-X (5222),D-76,stock,1600,16.5,,,21.0,,MassiveDevChart
Kodak Double-X (5222),D-76,stock,250,7.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),D-76,stock,250 (200),6.0,,,21.0,11421,MassiveDevChart
Kodak Double-X (5222),D-76,stock,400,9.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),D-76,stock,64,3.0,,,22.0,,MassiveDevChart
Kodak Double-X (5222),D-76,stock,800,13.5,,,20.0,,MassiveDevChart
Kodak Double-X (5222),D-96,stock,1600,25.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),D-96,stock,200,6.5,,,20.0,,MassiveDevChart
Kodak Double-X (5222),D-96,stock,250,7.0,,,21.0,,MassiveDevChart
Kodak Double-X (5222),D-96,stock,3200,30.0,,,21.0,,MassiveDevChart
Kodak Double-X (5222),D-96,stock,400,8.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Diafine,stock,1600,,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Diafine,stock,640,,,,20.0,,MassiveDevChart
Kodak Double-X (5222),DK-50,1+1,200,6.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Eco Pro,1+1,100,7.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Eco Pro,1+1,250,10.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Eco Pro,stock,250 (200),7.0,,,20.0,13224,MassiveDevChart
Kodak Double-X (5222),Eco Pro,stock,500,,,,24.0,,MassiveDevChart
Kodak Double-X (5222),F76+,1+19,250,10.0,,,20.0,16979,MassiveDevChart
Kodak Double-X (5222),FA-1027,1+19,200,10.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),FD10,1+9,250,11.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Fomadon LQN,1+10,250,7.5,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Fomadon LQN,1+4,800,10.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Fomadon LQN,1+7,400,17.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Fuji Microfine,1+1,100,8.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),FX-39,1+9,250,8.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),HC-110,B,100,4.0,,,20.0,13678,MassiveDevChart
Kodak Double-X (5222),HC-110,B,1600,20.0,,,20.0,14573,MassiveDevChart
Kodak Double-X (5222),HC-110,B,200,5.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),HC-110,B,250,6.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),HC-110,B,3200,23.0,,,20.0,17303,MassiveDevChart
Kodak Double-X (5222),HC-110,B,400,6.5,,,20.0,11440,MassiveDevChart
Kodak Double-X (5222),HC-110,B,64,3.0,,,22.0,11456,MassiveDevChart
Kodak Double-X (5222),HC-110,B,800,12.5,,,20.0,17880,MassiveDevChart
Kodak Double-X (5222),HC-110,E,200,8.0,,,20.0,14782,MassiveDevChart
Kodak Double-X (5222),HC-110,E,400,10.0,,,20.0,14783,MassiveDevChart
Kodak Double-X (5222),HC-110,G,250,90.0,,,20.0,18037,MassiveDevChart
Kodak Double-X (5222),HC-110,H,400,14.0,,,20.0,11444,MassiveDevChart
Kodak Double-X (5222),ID-11,1+1,250,10.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),ID-11,1+2,100,9.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),ID-11,1+2,200,11.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),ID-11,1+2,250,12.0,,,22.0,,MassiveDevChart
Kodak Double-X (5222),ID-11,1+3,100,13.0,,,18.0,,MassiveDevChart
Kodak Double-X (5222),ID-11,1+3,250,20.0,,,22.0,11450,MassiveDevChart
Kodak Double-X (5222),ID-11,stock,100,4.25,,,20.0,,MassiveDevChart
Kodak Double-X (5222),ID-11,stock,1600,16.5,,,21.0,,MassiveDevChart
Kodak Double-X (5222),ID-11,stock,250,7.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),ID-11,stock,400,9.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),ID-11,stock,64,3.0,,,22.0,,MassiveDevChart
Kodak Double-X (5222),ID-11,stock,800,12.5,,,20.0,18414,MassiveDevChart
Kodak Double-X (5222),Ilfosol 3,1+4,250,7.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Ilfosol 3,1+9,400,15.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Ilfosol 3,1+9,600,17.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Ilfotec DD-X,1+4,250,7.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Ilfotec DD-X,1+4,3200,20.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Ilfotec DD-X,1+4,400,10.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Ilfotec DD-X,1+4,640,11.5,,,24.0,,MassiveDevChart
Kodak Double-X (5222),Ilfotec DD-X,1+9,200,12.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Ilfotec HC,1+49,200,7.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Ilfotec LC29,1+19,250,6.5,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Ilfotec LC29,1+19,400,8.5,,,20.0,17238,MassiveDevChart
Kodak Double-X (5222),Ilfotec LC29,1+29,250,8.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Microdol-X,1+3,250,18.0,,,22.0,,MassiveDevChart
Kodak Double-X (5222),Microphen,1+2,320,14.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Microphen,stock,400,8.5,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Microphen,stock,800,10.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Nucleol BF200,20+15+965,250,8.5,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Ornano Gradual ST20,1+9,3200,30.0,,,20.0,18236,MassiveDevChart
Kodak Double-X (5222),Ornano Gradual ST20,1+9,3200,30.0,,,20.0,18166,MassiveDevChart
Kodak Double-X (5222),Paranol S,1+50,250,12.5,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Parodinal,1+100,250,60.0,,,20.0,17304,MassiveDevChart
Kodak Double-X (5222),PC-TEA,1+50,200,10.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Perceptol,1+2,200,13.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Perceptol,1+3,250,18.0,18.0,,20.0,,MassiveDevChart
Kodak Double-X (5222),PMK,1+1+100,250,13.5,,,20.0,,MassiveDevChart
Kodak Double-X (5222),PMK,1+2+100,200,12.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),PMK,1+2+50,250,9.0,,,21.0,11430,MassiveDevChart
Kodak Double-X (5222),Pyrocat,1+1+100,250,12.0,12.0,,22.0,,MassiveDevChart
Kodak Double-X (5222),Pyrocat-HD,1+1+100,200,15.0,,,20.0,19550,MassiveDevChart
Kodak Double-X (5222),Rodinal,1+100,25,3.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Rodinal,1+100,400,60.0,,,20.0,11741,MassiveDevChart
Kodak Double-X (5222),Rodinal,1+20,1600,10.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Rodinal,1+20,200,5.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Rodinal,1+25,1000,9.25,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Rodinal,1+25,250,5.75,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Rodinal,1+25,500,7.5,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Rodinal,1+300,200,480.0,,,20.0,11432,MassiveDevChart
Kodak Double-X (5222),Rodinal,1+50,250,9.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Rodinal,1+50,400,11.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Rodinal,1+50,800,16.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Rodinal,1+50,800,18.0,,,18.0,,MassiveDevChart
Kodak Double-X (5222),Rodinal,1+60,200,7.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Rollei D74,1+15,250,5.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Rollei Supergrain,1+15,250,7.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Silberra Micro-F,stock,100,7.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Silberra RDN-LQ,1+50,200,7.25,,,23.0,,MassiveDevChart
Kodak Double-X (5222),Silberra RDN-LQ,1+50,400,10.5,,,22.0,,MassiveDevChart
Kodak Double-X (5222),Spur HRX,1+17,400,11.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Spur SHADOWmax,1+1+48,400,15.0,,,20.0,15078,MassiveDevChart
Kodak Double-X (5222),Spur SHADOWmax,1+2+22,800,13.0,,,20.0,15080,MassiveDevChart
Kodak Double-X (5222),Spur SHADOWmax,1+2+33,500,12.0,,,20.0,15079,MassiveDevChart
Kodak Double-X (5222),Spur SHADOWmax,2+3+25,1250,13.0,,,20.0,15081,MassiveDevChart
Kodak Double-X (5222),Spur TRX 2000,1+20,1000,15.0,,,24.0,17743,MassiveDevChart
Kodak Double-X (5222),Spur TRX 2000,1+24,800,15.0,,,20.0,17744,MassiveDevChart
Kodak Double-X (5222),Spur TRX 2000,1+30,400,14.0,,,20.0,17745,MassiveDevChart
Kodak Double-X (5222),TMax Dev,1+4,1600,15.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),TMax Dev,1+4,250,6.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),TMax Dev,1+4,400,6.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),TMax Dev,1+9,400,10.5,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Ultrafin,1+20,200,12.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),XT-3,1+1,250,10.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),XT-3,1+1,400,12.5,,,20.0,,MassiveDevChart
Kodak Double-X (5222),XT-3,1+1,800,14.5,,,20.0,,MassiveDevChart
Kodak Double-X (5222),XT-3,1+2,250,9.5,,,24.0,,MassiveDevChart
Kodak Double-X (5222),XT-3,stock,250 (200),7.0,,,20.0,15989,MassiveDevChart
Kodak Double-X (5222),Xtol,1+1,100,7.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Xtol,1+1,1000,18.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Xtol,1+1,250,10.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Xtol,1+2,100,9.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Xtol,1+2,250,9.5,,,24.0,,MassiveDevChart
Kodak Double-X (5222),Xtol,1+3,100,13.0,,,18.0,,MassiveDevChart
Kodak Double-X (5222),Xtol,stock,1600,25.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Xtol,stock,1600,17.0,,,24.0,,MassiveDevChart
Kodak Double-X (5222),Xtol,stock,250 (200),7.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Xtol,stock,3200,38.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Xtol,stock,400,9.0,,,20.0,,MassiveDevChart
Kodak Double-X (5222),Xtol,stock,500,,,,24.0,,MassiveDevChart
Kodak Ektachrome 100,HC-110,B,100,23.0,,,40.5,18787,MassiveDevChart
Kodak Ektachrome 100,Rodinal,1+50,12,,,24.0,20.0,,MassiveDevChart
Kodak Ektagraphic HC,D-11,stock,25,2.5,,,20.0,9440,MassiveDevChart
Kodak Ektagraphic HC,Rodinal,1+100,6,18.0,,,20.0,9439,MassiveDevChart
Kodak Ektapan 100,510-Pyro,1+100,100,11.5,11.5,11.5,20.0,,MassiveDevChart
Kodak Ektapan 100,510-Pyro,1+100,100,27.0,27.0,,20.0,20662,MassiveDevChart
Kodak Ektapan 100,510-Pyro,1+100,100,7.0,7.0,7.0,21.0,,MassiveDevChart
Kodak Ektapan 100,510-Pyro,1+100,64,20.0,20.0,20.0,20.0,,MassiveDevChart
Kodak Ektapan 100,ACU-1,1+10,1000,12.0,12.0,12.0,21.0,,MassiveDevChart
Kodak Ektapan 100,ACU-1,1+10,160,12.0,10.25,12.0,21.0,,MassiveDevChart
Kodak Ektapan 100,Acufine,stock,100,3.25,3.25,3.25,20.5,,MassiveDevChart
Kodak Ektapan 100,Acufine,stock,160,4.0,4.0,4.0,21.0,,MassiveDevChart
Kodak Ektapan 100,Acufine,stock,200,4.5,5.0,4.5,21.0,,MassiveDevChart
Kodak Ektapan 100,Acurol-N,1+100,100,31.0,31.0,31.0,20.0,,MassiveDevChart
Kodak Ektapan 100,Acurol-N,1+50,50,10.5,10.5,10.5,20.0,,MassiveDevChart
Kodak Ektapan 100,Adox HR-DEV,1+30,100,12.0,12.0,12.0,20.0,,MassiveDevChart
Kodak Ektapan 100,ADX II,1+24,100,12.0,12.0,12.0,20.0,,MassiveDevChart
Kodak Ektapan 100,Amaloco AM74,1+7,100,5.0,5.0,5.0,20.0,,MassiveDevChart
Kodak Ektapan 100,Amaloco AM74,1+7,200,5.75,5.75,5.75,20.0,,MassiveDevChart
Kodak Ektapan 100,Arista® Liquid,1+19,100,12.0,12.0,12.0,24.0,,MassiveDevChart
Kodak Ektapan 100,Arista® Liquid,1+9,100,7.0,7.0,7.0,20.0,,MassiveDevChart
Kodak Ektapan 100,Arista® Liquid,1+9,50,6.0,6.0,6.0,21.0,,MassiveDevChart
Kodak Ektapan 100,Arista® Premium,1+9,100,7.0,7.0,7.0,20.0,,MassiveDevChart
Kodak Ektapan 100,Ars-Imago FD,1+39,100,6.5,6.5,6.5,20.0,,MassiveDevChart
Kodak Ektapan 100,Ars-Imago FD,1+39,200,9.0,9.0,9.0,20.0,,MassiveDevChart
Kodak Ektapan 100,Ars-Imago FD,1+39,50,4.5,4.5,4.5,20.0,,MassiveDevChart
Kodak Ektapan 100,Ars-Imago FE,1+1,100,7.5,7.5,7.5,20.0,,MassiveDevChart
Kodak Ektapan 100,Ars-Imago FE,1+1,200,8.5,8.5,8.5,20.0,,MassiveDevChart
Kodak Ektapan 100,Ars-Imago FE,1+1,50,6.5,6.5,6.5,20.0,,MassiveDevChart
Kodak Ektapan 100,Atomal 49,1+3,50,17.5,17.5,17.5,21.0,,MassiveDevChart
Kodak Ektapan 100,Atomal 49,stock,100,8.0,8.0,8.0,20.0,,MassiveDevChart
Kodak Ektapan 100,Bellini B&W Ecofilm,1+1,100,,,,20.0,,MassiveDevChart
Kodak Ektapan 100,Bellini DF2 Duo Step,stock,160,,,,20.0,,MassiveDevChart
Kodak Ektapan 100,Bellini DF2 Duo Step,stock,200,,,,20.0,,MassiveDevChart
Kodak Ektapan 100,Bellini DF2 Duo Step,stock,200,,,,20.0,,MassiveDevChart
Kodak Ektapan 100,Bellini DF2 Duo Step,stock,80,,,,22.0,,MassiveDevChart
Kodak Ektapan 100,Bellini Hydrofen,1+15,80,5.0,5.0,5.0,20.0,,MassiveDevChart
Kodak Ektapan 100,Bellini Hydrofen,1+39,100,6.0,6.0,6.0,20.0,,MassiveDevChart
Kodak Ektapan 100,Bellini Hydrofen,1+39,200,9.0,9.0,9.0,20.0,,MassiveDevChart
Kodak Ektapan 100,Bellini Hydrofen,1+39,50,4.5,4.5,4.5,20.0,,MassiveDevChart
Kodak Ektapan 100,Bergger Superfine,1+4,50,12.0,12.0,12.0,24.0,,MassiveDevChart
Kodak Ektapan 100,Berspeed,1+1,100,11.0,11.0,11.0,20.0,,MassiveDevChart
Kodak Ektapan 100,Berspeed,1+1,100,8.0,8.0,8.0,24.0,,MassiveDevChart
Kodak Ektapan 100,Beutler,1+1+8,100,12.0,12.0,12.0,20.0,,MassiveDevChart
Kodak Ektapan 100,Black/White & Green,1+49,100,11.0,11.0,11.0,20.0,,MassiveDevChart
Kodak Ektapan 100,BW-TNEG,1+6,100,5.5,5.5,5.5,20.0,,MassiveDevChart
Kodak Ektapan 100,Caffenol C,1+1,100,12.5,12.5,12.5,20.0,,MassiveDevChart
Kodak Ektapan 100,Caffenol C-M,stock,200,15.0,15.0,15.0,20.0,,MassiveDevChart
Kodak Ektapan 100,Caffenol C-M (rs),stock,100,12.0,12.0,12.0,20.0,,MassiveDevChart
Kodak Ektapan 100,Cawanol,stock,100,16.0,16.0,16.0,20.0,,MassiveDevChart
Kodak Ektapan 100,Cinestill Df96 Monobath,stock,100,12.5,12.5,12.5,24.0,,MassiveDevChart
Kodak Ektapan 100,D-23,1+1,100,14.0,14.0,14.0,20.0,,MassiveDevChart
Kodak Ektapan 100,D-23,1+3,100,21.0,21.0,21.0,20.0,,MassiveDevChart
Kodak Ektapan 100,D-23,stock,100,9.5,9.5,9.5,20.0,,MassiveDevChart
Kodak Ektapan 100,D-76,1+1,100,9.5,9.5,11.25,20.0,,MassiveDevChart
Kodak Ektapan 100,D-76,1+1,64,12.0,12.0,12.0,20.0,,MassiveDevChart
Kodak Ektapan 100,D-76,1+2,400,26.0,26.0,26.0,21.0,,MassiveDevChart
Kodak Ektapan 100,D-76,1+3,100,17.0,17.0,17.0,20.0,,MassiveDevChart
Kodak Ektapan 100,D-76,1+3,50,,,14.5,20.0,20661,MassiveDevChart
Kodak Ektapan 100,D-76,stock,100,6.5,6.5,5.75,20.0,,MassiveDevChart
Kodak Ektapan 100,D-76,stock,200,6.5,6.5,5.75,20.0,,MassiveDevChart
Kodak Ektapan 100,D-76,stock,400,8.25,8.25,8.25,20.0,,MassiveDevChart
Kodak Ektapan 100,D-76,stock,800,11.0,11.0,11.0,20.0,,MassiveDevChart
Kodak Ektapan 100,D-76D,1+1,100,12.0,12.0,12.0,20.0,,MassiveDevChart
Kodak Ektapan 100,D-96,stock,100,7.5,7.5,7.5,20.0,,MassiveDevChart
Kodak Ektapan 100,Dektol,1+3,64,3.5,3.5,3.5,20.0,,MassiveDevChart
Kodak Ektapan 100,Dektol,1+4,100,4.5,4.5,4.5,20.0,,MassiveDevChart
Kodak Ektapan 100,Dektol,1+9,100,6.75,6.75,6.75,20.0,,MassiveDevChart
Kodak Ektapan 100,Diafine,stock,160,,,,20.0,,MassiveDevChart
Kodak Ektapan 100,Diafine,stock,200,,,,20.0,,MassiveDevChart
Kodak Ektapan 100,Diafine,stock,200,,,,20.0,,MassiveDevChart
Kodak Ektapan 100,Diafine,stock,80,,,,22.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,1+1,100,9.5,9.5,9.0,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,1+1,100,9.25,10.0,9.25,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,1+1,200,9.5,9.5,9.0,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,1+1,200,10.25,11.0,10.25,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,1+1,25,8.0,8.75,8.0,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,1+1,400,12.25,12.25,12.25,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,1+1,400,12.5,12.75,12.5,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,1+1,50,8.0,8.75,8.0,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,1+1,800,14.5,15.25,14.5,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,1+1,800,9.0,9.0,9.0,24.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,1+2,100,12.5,13.0,12.5,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,1+2,200,13.75,14.5,13.75,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,1+2,25,11.5,11.75,11.5,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,1+2,400,15.75,16.75,15.75,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,1+2,50,11.5,11.75,11.5,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,1+2,800,18.0,19.0,18.0,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,1+3,100,16.0,16.75,16.0,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,1+3,200,18.25,18.75,18.25,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,1+3,25,14.5,15.0,14.5,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,1+3,400,20.5,21.0,20.5,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,1+3,50,14.5,15.0,14.5,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,1+3,800,23.0,23.5,23.0,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,stock,100,7.5,7.5,6.75,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,stock,100,6.75,6.75,7.25,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,stock,100,7.25,7.25,7.25,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,stock,200,7.5,7.5,6.75,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,stock,200,7.75,7.75,8.25,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,stock,25,5.75,5.75,6.25,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,stock,400,9.5,9.5,9.5,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,stock,400,9.0,9.0,9.5,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,stock,50,5.75,5.75,6.25,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,stock,800,10.5,10.25,11.0,20.0,,MassiveDevChart
Kodak Ektapan 100,Eco Pro,stock,800,7.25,7.25,7.25,24.0,,MassiveDevChart
Kodak Ektapan 100,Emofin,stock,100,,,,20.0,,MassiveDevChart
Kodak Ektapan 100,Extend Plus,1+15,100,11.5,11.5,11.5,20.0,,MassiveDevChart
Kodak Ektapan 100,Extend Plus,1+15,100,11.0,11.0,11.0,20.0,,MassiveDevChart
Kodak Ektapan 100,F76+,1+19,100,20.0,20.0,20.0,24.0,,MassiveDevChart
Kodak Ektapan 100,F76+,1+9,100,12.0,12.0,12.0,20.0,,MassiveDevChart
Kodak Ektapan 100,F76+,1+9,100,7.0,7.0,7.0,20.0,20672,MassiveDevChart
