film,developer,dilution,iso,t35mm_min,t120_min,t_sheet_min,temp_c,mdc_row,source
Kentmere 400,Arista Liquid,1+14,800,25.0,,,20.0,,MassiveDevChart
Kentmere 400,Arista Liquid,1+9,400,6.5,,,20.0,,MassiveDevChart
Kentmere 400,Arista Liquid,1+9,800,15.0,,,20.0,,MassiveDevChart
Kentmere 400,Arista Premium,stock,1600,25.0,,,20.0,,MassiveDevChart
Kentmere 400,Ars-Imago FD,1+39,1600,13.0,,,20.0,,MassiveDevChart
Kentmere 400,Ars-Imago FD,1+39,200,4.5,4.5,,20.0,,MassiveDevChart
Kentmere 400,Ars-Imago FD,1+39,3200,17.5,,,20.0,18933,MassiveDevChart
Kentmere 400,Ars-Imago FD,1+39,400,6.5,6.5,,20.0,,MassiveDevChart
Kentmere 400,Ars-Imago FD,1+39,6400,23.0,,,20.0,18934,MassiveDevChart
Kentmere 400,Ars-Imago FD,1+39,800,10.0,10.0,,20.0,,MassiveDevChart
Kentmere 400,Ars-Imago FE,1+1,200,7.0,7.0,,20.0,,MassiveDevChart
Kentmere 400,Ars-Imago FE,1+1,400,8.5,8.5,,20.0,,MassiveDevChart
Kentmere 400,Ars-Imago FE,1+1,800,10.0,10.0,,20.0,,MassiveDevChart
Kentmere 400,Ars-Imago FE,1+3,200,10.0,10.0,,20.0,,MassiveDevChart
Kentmere 400,Ars-Imago FE,1+3,400,12.5,12.5,,20.0,,MassiveDevChart
Kentmere 400,Ars-Imago FE,1+3,800,14.0,14.0,,20.0,,MassiveDevChart
Kentmere 400,Atomal 49,1+1,400,15.0,15.0,,20.0,,MassiveDevChart
Kentmere 400,Atomal 49,stock,400,10.0,10.0,,20.0,,MassiveDevChart
Kentmere 400,Atomal 49,stock,800,13.5,13.5,,20.0,18984,MassiveDevChart
Kentmere 400,AVR-3,1+50,400,10.0,,,20.0,,MassiveDevChart
Kentmere 400,AVR-3,1+50,400,9.0,,,23.0,,MassiveDevChart
Kentmere 400,Bellini B&W Ecofilm,1+50,400,14.0,,,20.0,,MassiveDevChart
Kentmere 400,Bellini DF2 Duo Step,stock,800,,,,24.0,15224,MassiveDevChart
Kentmere 400,Bellini Hydrofen,1+15,400,5.0,5.0,,20.0,,MassiveDevChart
Kentmere 400,Bellini Hydrofen,1+39,400,9.5,9.5,,20.0,,MassiveDevChart
Kentmere 400,Berspeed,1+1,400,10.0,10.0,,24.0,12561,MassiveDevChart
Kentmere 400,Black/White & Green,1+49,400,16.25,16.25,,20.0,,MassiveDevChart
Kentmere 400,Black/White & Green,1+49,800,22.0,,,20.0,,MassiveDevChart
Kentmere 400,Caffenol Delta STD,stock,400,15.0,15.0,,20.0,,MassiveDevChart
Kentmere 400,Cawanol,stock,400,16.0,16.0,,20.0,,MassiveDevChart
Kentmere 400,D-23,1+1,400,14.0,14.0,,20.0,,MassiveDevChart
Kentmere 400,D-23,stock,1250,14.0,,,20.0,,MassiveDevChart
Kentmere 400,D-76,1+1,1600,22.0,22.0,,20.0,,MassiveDevChart
Kentmere 400,D-76,1+1,400,14.0,14.0,,20.0,,MassiveDevChart
Kentmere 400,D-76,1+1,800,17.0,17.0,,20.0,,MassiveDevChart
Kentmere 400,D-76,1+2,400,20.0,,,20.0,,MassiveDevChart
Kentmere 400,D-76,1+3,400,28.0,28.0,,20.0,,MassiveDevChart
Kentmere 400,D-76,stock,1000,14.5,14.5,,20.0,13703,MassiveDevChart
Kentmere 400,D-76,stock,1600,20.0,20.0,,20.0,,MassiveDevChart
Kentmere 400,D-76,stock,200,8.5,8.5,,20.0,,MassiveDevChart
Kentmere 400,D-76,stock,320,8.75,8.75,,20.0,13704,MassiveDevChart
Kentmere 400,D-76,stock,400,9.5,9.5,,20.0,,MassiveDevChart
Kentmere 400,D-76,stock,50,5.5,5.5,,20.0,,MassiveDevChart
Kentmere 400,D-76,stock,800,12.5,12.5,,20.0,,MassiveDevChart
Kentmere 400,D-96,stock,400,7.5,7.5,,20.0,,MassiveDevChart
Kentmere 400,D-96,stock,400,3.5,,,27.0,,MassiveDevChart
Kentmere 400,Dektol,1+5,400,12.0,12.0,,24.0,,MassiveDevChart
Kentmere 400,Diafine,stock,800,,,,24.0,11141,MassiveDevChart
Kentmere 400,DK-50,1+3,400,17.0,17.0,,20.0,,MassiveDevChart
Kentmere 400,DK-50,stock,320,5.0,5.0,,20.0,,MassiveDevChart
Kentmere 400,DK-50,stock,400,5.75,5.75,,20.0,,MassiveDevChart
Kentmere 400,DK-76,1+1,800,17.0,17.0,,20.0,,MassiveDevChart
Kentmere 400,Eco Pro,1+1,1600,18.0,18.0,,20.0,,MassiveDevChart
Kentmere 400,Eco Pro,1+1,200,8.0,8.0,,20.0,13002,MassiveDevChart
Kentmere 400,Eco Pro,1+1,3200,22.5,22.5,,20.0,,MassiveDevChart
Kentmere 400,Eco Pro,1+1,400,12.0,12.0,,20.0,,MassiveDevChart
Kentmere 400,Eco Pro,1+1,800,14.5,14.5,,20.0,,MassiveDevChart
Kentmere 400,Eco Pro,1+2,400,15.0,15.0,,20.0,,MassiveDevChart
Kentmere 400,Eco Pro,1+3,400,18.0,18.0,,20.0,,MassiveDevChart
Kentmere 400,Eco Pro,stock,1600,13.0,13.0,,20.0,,MassiveDevChart
Kentmere 400,Eco Pro,stock,3200,17.5,17.5,,20.0,,MassiveDevChart
Kentmere 400,Eco Pro,stock,400,9.0,9.0,,20.0,,MassiveDevChart
Kentmere 400,Eco Pro,stock,6400,21.0,21.0,,20.0,,MassiveDevChart
Kentmere 400,Eco Pro,stock,800,10.5,10.5,,20.0,,MassiveDevChart
Kentmere 400,F76+,1+14,800,12.0,,,24.0,,MassiveDevChart
Kentmere 400,F76+,1+9,400,7.0,7.0,,20.0,,MassiveDevChart
Kentmere 400,FD10,1+9,400,12.0,12.0,,20.0,,MassiveDevChart
Kentmere 400,Foma Universal,1+3,400,7.5,7.5,,20.0,,MassiveDevChart
Kentmere 400,Fomadon Excel,1+1,1600,18.0,18.0,,20.0,,MassiveDevChart
Kentmere 400,Fomadon Excel,1+1,800,15.0,,,20.0,21623,MassiveDevChart
Kentmere 400,Fomadon Excel,stock,6400,21.0,21.0,,20.0,,MassiveDevChart
Kentmere 400,Fomadon LQN,1+10,400,10.0,10.0,,20.0,,MassiveDevChart
Kentmere 400,Fomadon R09,1+50,400,12.0,,,20.0,21656,MassiveDevChart
Kentmere 400,Fuji Microfine,1+1,320,15.0,,,20.0,,MassiveDevChart
Kentmere 400,Fuji Microfine,1+1,400,12.0,,,24.0,,MassiveDevChart
Kentmere 400,Fuji Microfine,stock,400,12.0,,,20.0,,MassiveDevChart
Kentmere 400,FX-15,1+1,400,15.0,15.0,,20.0,,MassiveDevChart
Kentmere 400,FX-15,1+1,500,16.0,16.0,,20.0,11697,MassiveDevChart
Kentmere 400,FX-39,1+9,400,11.0,,,20.0,,MassiveDevChart
Kentmere 400,FX-55,1+9,400,13.0,13.0,,20.0,,MassiveDevChart
Kentmere 400,FX-55,stock,1600,17.0,,,20.0,18685,MassiveDevChart
Kentmere 400,HC-110,1+31,1600,16.0,,,20.0,,MassiveDevChart
Kentmere 400,HC-110,1+31,1600,,19.5,,20.0,,MassiveDevChart
Kentmere 400,HC-110,1+31,400,,,,20.0,,MassiveDevChart
Kentmere 400,HC-110,1+49,400,9.25,9.25,,20.0,18415,MassiveDevChart
Kentmere 400,HC-110,B,1600,12.0,12.0,,20.0,10851,MassiveDevChart
Kentmere 400,HC-110,B,200,3.5,3.5,,20.0,13922,MassiveDevChart
Kentmere 400,HC-110,B,3200,15.0,15.0,,20.0,,MassiveDevChart
Kentmere 400,HC-110,B,400,,,,20.0,11103,MassiveDevChart
Kentmere 400,HC-110,B,800,,,,20.0,11112,MassiveDevChart
Kentmere 400,HC-110,D,400,7.5,7.5,,20.0,17289,MassiveDevChart
Kentmere 400,HC-110,E,400,,,,20.0,11387,MassiveDevChart
Kentmere 400,HC-110,E,800,13.0,13.0,,20.0,13445,MassiveDevChart
Kentmere 400,HC-110,F,200,10.75,10.75,,20.0,13923,MassiveDevChart
Kentmere 400,HC-110,F,400,16.0,16.0,,20.0,9435,MassiveDevChart
Kentmere 400,HC-110,H,200,10.0,10.0,,20.0,11071,MassiveDevChart
Kentmere 400,HC-110,H,25,7.5,7.5,,20.0,,MassiveDevChart
Kentmere 400,HC-110,H,400,10.75,,,20.0,21688,MassiveDevChart
Kentmere 400,HC-110,H,50,8.5,8.5,,20.0,,MassiveDevChart
Kentmere 400,ID-11,1+1,1600,22.0,22.0,,20.0,,MassiveDevChart
Kentmere 400,ID-11,1+1,3200,26.0,,,20.0,,MassiveDevChart
Kentmere 400,ID-11,1+1,400,16.5,16.5,,20.0,,MassiveDevChart
Kentmere 400,ID-11,1+1,800,20.5,20.5,,20.0,,MassiveDevChart
Kentmere 400,ID-11,1+3,400,25.5,25.5,,20.0,,MassiveDevChart
Kentmere 400,ID-11,stock,1000,14.5,14.5,,20.0,13709,MassiveDevChart
Kentmere 400,ID-11,stock,1600,20.0,20.0,,20.0,,MassiveDevChart
Kentmere 400,ID-11,stock,320,8.75,8.75,,20.0,13708,MassiveDevChart
Kentmere 400,ID-11,stock,400,9.5,9.5,,20.0,,MassiveDevChart
Kentmere 400,ID-11,stock,50,5.5,5.5,,20.0,,MassiveDevChart
Kentmere 400,ID-11,stock,800,13.0,13.0,,20.0,,MassiveDevChart
Kentmere 400,Ilford Multigrade,1+49,400,8.5,8.5,,20.0,,MassiveDevChart
Kentmere 400,Ilfosol 3,1+14,400,11.0,11.0,,20.0,,MassiveDevChart
Kentmere 400,Ilfosol 3,1+14,400,,12.0,,20.0,18339,MassiveDevChart
Kentmere 400,Ilfosol 3,1+14,800,25.0,25.0,,20.0,,MassiveDevChart
Kentmere 400,Ilfosol 3,1+9,1600,27.0,27.0,,18.0,,MassiveDevChart
Kentmere 400,Ilfosol 3,1+9,1600,24.0,,,20.0,,MassiveDevChart
Kentmere 400,Ilfosol 3,1+9,400,6.5,6.5,,20.0,,MassiveDevChart
Kentmere 400,Ilfosol 3,1+9,800,15.0,15.0,,20.0,,MassiveDevChart
Kentmere 400,Ilfotec DD,1+4,400,9.0,9.0,,24.0,,MassiveDevChart
Kentmere 400,Ilfotec DD,1+4,800,13.0,13.0,,24.0,,MassiveDevChart
Kentmere 400,Ilfotec DD-X,1+4,1600,17.0,17.0,,20.0,,MassiveDevChart
Kentmere 400,Ilfotec DD-X,1+4,3200,30.0,30.0,,20.0,,MassiveDevChart
Kentmere 400,Ilfotec DD-X,1+4,400,11.5,11.5,,20.0,,MassiveDevChart
Kentmere 400,Ilfotec DD-X,1+4,6400,30.0,,,20.0,18689,MassiveDevChart
Kentmere 400,Ilfotec DD-X,1+4,6400,42.0,,,20.0,18784,MassiveDevChart
Kentmere 400,Ilfotec DD-X,1+4,800,13.0,13.0,,20.0,,MassiveDevChart
Kentmere 400,Ilfotec DD-X,1+9,400,40.0,40.0,,24.0,13920,MassiveDevChart
Kentmere 400,Ilfotec HC,1+15,400,4.5,4.5,,20.0,,MassiveDevChart
Kentmere 400,Ilfotec HC,1+15,800,6.5,6.5,,20.0,,MassiveDevChart
Kentmere 400,Ilfotec HC,1+31,1600,,17.5,,20.0,,MassiveDevChart
Kentmere 400,Ilfotec HC,1+31,400,8.0,8.0,,20.0,,MassiveDevChart
Kentmere 400,Ilfotec HC,1+31,800,12.5,12.5,,20.0,,MassiveDevChart
Kentmere 400,Ilfotec LC29,1+19,250,8.0,8.0,,20.0,,MassiveDevChart
Kentmere 400,Ilfotec LC29,1+19,400,8.0,8.0,,20.0,,MassiveDevChart
Kentmere 400,Ilfotec LC29,1+19,800,12.5,12.5,,20.0,,MassiveDevChart
Kentmere 400,Ilfotec LC29,1+29,200,9.0,9.0,,20.0,,MassiveDevChart
Kentmere 400,Ilfotec LC29,1+29,400,11.0,11.0,,20.0,,MassiveDevChart
Kentmere 400,Ilfotec LC29,1+9,3200,15.0,,,20.0,21682,MassiveDevChart
Kentmere 400,Ilfotec LC29,1+9,400,4.5,4.5,,20.0,,MassiveDevChart
Kentmere 400,Ilfotec LC29,1+9,800,6.5,6.5,,20.0,,MassiveDevChart
Kentmere 400,JOBO Alpha,1+1+18,400,15.0,,,22.0,18878,MassiveDevChart
Kentmere 400,JOBO Alpha,1+1+18,400,15.0,15.0,,22.0,19440,MassiveDevChart
Kentmere 400,Microdol-X,1+3,400,30.0,30.0,,20.0,,MassiveDevChart
Kentmere 400,Microphen,1+1,400,15.0,15.0,,20.0,,MassiveDevChart
Kentmere 400,Microphen,1+1,800,19.0,19.0,,20.0,,MassiveDevChart
Kentmere 400,Microphen,1+3,200,9.0,9.0,,20.0,,MassiveDevChart
Kentmere 400,Microphen,stock,1600,12.0,12.0,,20.0,,MassiveDevChart
Kentmere 400,Microphen,stock,400,8.0,8.0,,20.0,,MassiveDevChart
Kentmere 400,Microphen,stock,800,10.0,10.0,,20.0,,MassiveDevChart
Kentmere 400,Nucleol BF200,2+1+100,400,10.5,10.5,,20.0,,MassiveDevChart
Kentmere 400,Nucleol BF200,2+1+100,400,10.5,,,20.0,,MassiveDevChart
Kentmere 400,Ornano Gradual ST20,1+9,400,9.0,9.0,9.0,20.0,,MassiveDevChart
Kentmere 400,Paranol S,1+25,400,14.0,14.0,,20.0,,MassiveDevChart
Kentmere 400,Paranol S,1+50,400,35.0,35.0,,20.0,,MassiveDevChart
Kentmere 400,PC-TEA,1+50,400,9.0,9.0,,20.0,13919,MassiveDevChart
Kentmere 400,PC-TEA,1+50,800,17.0,17.0,,20.0,,MassiveDevChart
Kentmere 400,Perceptol,1+1,320,23.0,23.0,,20.0,,MassiveDevChart
Kentmere 400,Perceptol,1+1,400,28.0,,,24.0,18403,MassiveDevChart
Kentmere 400,Perceptol,1+2,320,30.0,30.0,,20.0,13478,MassiveDevChart
Kentmere 400,Perceptol,1+3,1600,40.0,,,20.0,,MassiveDevChart
Kentmere 400,Perceptol,stock,400,10.0,10.0,,20.0,,MassiveDevChart
Kentmere 400,PMK,1+2+100,400,13.0,13.0,,20.0,8330,MassiveDevChart
Kentmere 400,PQ Universal,1+19,400,5.5,5.5,,20.0,,MassiveDevChart
Kentmere 400,Pyrocat-HD,1+1+100,320,16.0,16.0,,20.0,,MassiveDevChart
Kentmere 400,Rodinal,1+100,1600,120.0,120.0,,20.0,11504,MassiveDevChart
Kentmere 400,Rodinal,1+100,3200,180.0,180.0,,20.0,18529,MassiveDevChart
Kentmere 400,Rodinal,1+100,800,90.0,,,20.0,18473,MassiveDevChart
Kentmere 400,Rodinal,1+25,1600,25.0,25.0,,20.0,,MassiveDevChart
Kentmere 400,Rodinal,1+25,3200,25.0,,,23.0,18425,MassiveDevChart
Kentmere 400,Rodinal,1+25,400,7.5,7.5,,20.0,,MassiveDevChart
Kentmere 400,Rodinal,1+25,400,11.5,11.5,,20.0,18353,MassiveDevChart
Kentmere 400,Rodinal,1+25,800,9.0,9.0,,20.0,,MassiveDevChart
Kentmere 400,Rodinal,1+40,6400,60.0,,,20.0,19384,MassiveDevChart
Kentmere 400,Rodinal,1+50,100,13.0,13.0,,20.0,,MassiveDevChart
Kentmere 400,Rodinal,1+50,1600,,50.0,,20.0,18793,MassiveDevChart
Kentmere 400,Rodinal,1+50,1600,29.0,,,20.0,19307,MassiveDevChart
Kentmere 400,Rodinal,1+50,200,15.0,15.0,,20.0,,MassiveDevChart
Kentmere 400,Rodinal,1+50,400,17.5,17.5,,20.0,,MassiveDevChart
Kentmere 400,Rodinal,1+50,400,11.5,,,20.0,18340,MassiveDevChart
Kentmere 400,Rodinal,1+50,400,20.0,,,20.0,21680,MassiveDevChart
Kentmere 400,Rodinal,1+50,400,,20.0,,20.0,,MassiveDevChart
Kentmere 400,Rodinal,1+50,50,10.5,10.5,,20.0,,MassiveDevChart
Kentmere 400,Rodinal,1+50,800,19.0,19.0,,20.0,,MassiveDevChart
Kentmere 400,Rollei Supergrain,1+12,1600,,9.0,,22.0,,MassiveDevChart
Kentmere 400,Rollei Supergrain,1+15,400,7.5,7.5,,20.0,,MassiveDevChart
Kentmere 400,Romek PQ7,1+3,400,14.0,,,20.0,,MassiveDevChart
Kentmere 400,Silberra Ascorol,1+29,400,10.0,10.0,,20.0,,MassiveDevChart
Kentmere 400,SPD,1+1,400,10.5,10.5,,20.0,,MassiveDevChart
Kentmere 400,SPD,1+3,640,30.0,30.0,,20.0,,MassiveDevChart
Kentmere 400,SPD,stock,400,6.0,,,20.0,,MassiveDevChart
Kentmere 400,Sprint Standard,1+9,400,11.5,11.5,,20.0,,MassiveDevChart
Kentmere 400,Spur HRX,1+13,400,14.0,14.0,,20.0,,MassiveDevChart
Kentmere 400,Spur Omega X,1+10,400,15.0,,,20.0,,MassiveDevChart
Kentmere 400,Spur SLD,1+14,400,15.0,15.0,,20.0,14065,MassiveDevChart
Kentmere 400,Spur SLD,1+7,400,12.0,12.0,,24.0,14121,MassiveDevChart
Kentmere 400,Spur Speed-Major,1+11,800,11.0,11.0,,20.0,14276,MassiveDevChart
Kentmere 400,Spur Speed-Major,1+20,500,11.0,11.0,,20.0,14275,MassiveDevChart
Kentmere 400,Spur Speed-Major,1+24,400,9.0,9.0,,20.0,14274,MassiveDevChart
Kentmere 400,Spur Speed-Major,1+7,1600,15.0,15.0,,20.0,,MassiveDevChart
Kentmere 400,Spur Speed-Major,1+9,1000,13.0,13.0,,20.0,,MassiveDevChart
Kentmere 400,Spur TRX 2000,1+24,400,13.5,13.5,,20.0,17756,MassiveDevChart
Kentmere 400,Spur UFP,1+20,400,11.5,11.5,,20.0,,MassiveDevChart
Kentmere 400,Studional,1+30,400,8.0,8.0,,20.0,,MassiveDevChart
Kentmere 400,Suprol,1+19,400,5.5,5.5,,20.0,,MassiveDevChart
Kentmere 400,TMax Dev,1+4,200,3.5,3.5,,20.0,,MassiveDevChart
Kentmere 400,TMax Dev,1+4,400,5.5,5.5,,20.0,,MassiveDevChart
Kentmere 400,TMax Dev,1+4,800,5.0,,,21.0,,MassiveDevChart
Kentmere 400,TMax Dev,1+9,1600,18.0,18.0,,20.0,9611,MassiveDevChart
Kentmere 400,TMax Dev,1+9,400,10.0,10.0,,20.0,,MassiveDevChart
Kentmere 400,TMax RS,stock,400,6.5,6.5,,20.0,,MassiveDevChart
Kentmere 400,Ultrafin,1+20,400,15.5,15.5,,20.0,,MassiveDevChart
Kentmere 400,Ultrafin T-Plus,1+8,400,16.0,16.0,,20.0,,MassiveDevChart
Kentmere 400,Uncle Mort's,1+9,400,10.0,10.0,,20.0,,MassiveDevChart
Kentmere 400,XT-3,1+1,1600,18.0,18.0,,20.0,,MassiveDevChart
Kentmere 400,XT-3,1+1,200,8.0,8.0,,20.0,15982,MassiveDevChart
Kentmere 400,XT-3,1+1,3200,23.0,,,23.0,,MassiveDevChart
Kentmere 400,XT-3,1+1,400,12.0,12.0,,20.0,,MassiveDevChart
Kentmere 400,XT-3,1+1,800,14.5,14.5,,20.0,,MassiveDevChart
Kentmere 400,XT-3,1+2,400,15.0,15.0,,20.0,,MassiveDevChart
Kentmere 400,XT-3,1+3,400,18.0,18.0,,20.0,,MassiveDevChart
Kentmere 400,XT-3,stock,1600,13.0,13.0,,20.0,,MassiveDevChart
Kentmere 400,XT-3,stock,3200,17.5,17.5,,20.0,,MassiveDevChart
Kentmere 400,XT-3,stock,400,9.0,9.0,,20.0,,MassiveDevChart
Kentmere 400,XT-3,stock,6400,21.0,21.0,,20.0,,MassiveDevChart
Kentmere 400,XT-3,stock,800,10.5,10.5,,20.0,,MassiveDevChart
Kentmere 400,Xtol,1+1,1600,18.0,18.0,,20.0,,MassiveDevChart
Kentmere 400,Xtol,1+1,200,8.0,8.0,,20.0,11632,MassiveDevChart
Kentmere 400,Xtol,1+1,3200,22.5,22.5,,20.0,,MassiveDevChart
Kentmere 400,Xtol,1+1,400,12.0,12.0,,20.0,,MassiveDevChart
Kentmere 400,Xtol,1+1,800,14.5,14.5,,20.0,,MassiveDevChart
Kentmere 400,Xtol,1+2,400,15.0,15.0,,20.0,,MassiveDevChart
Kentmere 400,Xtol,1+3,400,18.0,18.0,,20.0,,MassiveDevChart
Kentmere 400,Xtol,1+5,1000,70.0,,,20.0,18797,MassiveDevChart
Kentmere 400,Xtol,1+5,1600,90.0,,,20.0,18798,MassiveDevChart
Kentmere 400,Xtol,1+5,200,45.0,,,20.0,18795,MassiveDevChart
Kentmere 400,Xtol,1+5,400,55.0,,,20.0,18796,MassiveDevChart
Kentmere 400,Xtol,stock,1600,13.0,13.0,,20.0,,MassiveDevChart
Kentmere 400,Xtol,stock,3200,17.5,17.5,,20.0,,MassiveDevChart
Kentmere 400,Xtol,stock,400,9.0,9.0,,20.0,,MassiveDevChart
Kentmere 400,Xtol,stock,6400,21.0,21.0,,20.0,,MassiveDevChart
Kentmere 400,Xtol,stock,800,10.5,10.5,,20.0,,MassiveDevChart
Kiki Pan 320,Ars-imago Monobath,stock,320,10.0,,,24.0,,MassiveDevChart
Kiki Pan 320,Berspeed,1+1,320,11.75,,,20.0,,MassiveDevChart
Kiki Pan 320,Berspeed,1+1,320,8.5,,,24.0,,MassiveDevChart
Kiki Pan 320,Cinestill Df96 Monobath,stock,320,12.0,,,24.0,,MassiveDevChart
Kiki Pan 320,D-76,1+1,320,17.0,,,20.0,,MassiveDevChart
Kiki Pan 320,D-76,1+1,320,12.0,,,24.0,,MassiveDevChart
Kiki Pan 320,D-76,stock,320,8.75,,,20.0,,MassiveDevChart
Kiki Pan 320,D-76,stock,320,6.25,,,24.0,,MassiveDevChart
Kiki Pan 320,Eco Pro,1+1,320,17.5,,,20.0,,MassiveDevChart
Kiki Pan 320,Eco Pro,1+1,320,12.5,,,24.0,,MassiveDevChart
Kiki Pan 320,Eco Pro,stock,320,9.5,,,20.0,,MassiveDevChart
Kiki Pan 320,Eco Pro,stock,320,7.0,,,24.0,,MassiveDevChart
Kiki Pan 320,HC-110,B,320,8.75,,,20.0,17815,MassiveDevChart
Kiki Pan 320,HC-110,B,320,6.25,,,24.0,17816,MassiveDevChart
Kiki Pan 320,ID-11,1+1,320,17.0,,,20.0,,MassiveDevChart
Kiki Pan 320,ID-11,1+1,320,12.0,,,24.0,,MassiveDevChart
Kiki Pan 320,ID-11,stock,320,8.75,,,20.0,,MassiveDevChart
Kiki Pan 320,ID-11,stock,320,6.25,,,24.0,,MassiveDevChart
Kiki Pan 320,Ilfotec LC29,1+19,320,7.75,,,20.0,,MassiveDevChart
Kiki Pan 320,Rodinal,1+25,320,8.5,,,20.0,,MassiveDevChart
Kiki Pan 320,Rodinal,1+25,320,6.5,,,24.0,,MassiveDevChart
Kiki Pan 320,Rodinal,1+50,320,21.0,,,20.0,,MassiveDevChart
Kiki Pan 320,Rodinal,1+50,320,16.0,,,24.0,,MassiveDevChart
Kiki Pan 320,Rodinal,1+9,320,9.25,,,20.0,,MassiveDevChart
Kiki Pan 320,Rodinal,1+9,320,6.5,,,24.0,,MassiveDevChart
Kiki Pan 320,Xtol,1+1,320,17.5,,,20.0,,MassiveDevChart
Kiki Pan 320,Xtol,1+1,320,12.5,,,24.0,,MassiveDevChart
Kiki Pan 320,Xtol,stock,320,9.5,,,20.0,,MassiveDevChart
Kiki Pan 320,Xtol,stock,320,7.0,,,24.0,,MassiveDevChart
Kodak 1461,D-76,1+3,25,30.0,,,20.0,13874,MassiveDevChart
Kodak 1461,ID-11,1+3,25,30.0,,,20.0,13876,MassiveDevChart
Kodak 2238,Cinestill Df96 Monobath,stock,6,6.0,,,27.0,13739,MassiveDevChart
Kodak 2238,D-76,stock,12,13.0,,,20.0,,MassiveDevChart
Kodak 2238,D-76,stock,25,7.5,,,20.0,,MassiveDevChart
Kodak 2238,D-96,stock,25,12.0,,,20.0,,MassiveDevChart
Kodak 2238,D-96,stock,n/a,6.5,,,21.0,,MassiveDevChart
Kodak 2238,Eco Pro,1+1,20,12.0,,,20.0,,MassiveDevChart
Kodak 2238,Fomadon R09,1+100,25,120.0,,,15.0,13925,MassiveDevChart
Kodak 2238,GVB-194,1+14.5,12,15.0,,,20.0,18026,MassiveDevChart
Kodak 2238,HC-110,B,6,7.0,,,20.0,13743,MassiveDevChart
Kodak 2238,ID-11,stock,25,7.5,,,20.0,,MassiveDevChart
Kodak 2238,Ilfosol 3,1+3,25,10.0,,,18.0,14504,MassiveDevChart
Kodak 2238,Ilfotec DD-X,1+4,25,10.0,,,22.0,,MassiveDevChart
Kodak 2238,Microphen,stock,25,5.0,,,20.0,18365,MassiveDevChart
Kodak 2238,Rodinal,1+50,12,15.0,,,20.0,14616,MassiveDevChart
Kodak 2238,Rodinal,1+50,25,16.0,,,20.0,,MassiveDevChart
Kodak 2238,Silvermax,1+29,12,11.0,,,20.0,14617,MassiveDevChart
Kodak 2238,XT-3,1+1,20,12.0,,,20.0,,MassiveDevChart
Kodak 2238,XT-3,3+2,25,12.5,,,20.0,,MassiveDevChart
Kodak 2238,Xtol,1+1,20,12.0,,,20.0,,MassiveDevChart
Kodak 2238,Xtol,3+2,25,12.5,,,20.0,,MassiveDevChart
Kodak 2242,Rodinal,1+25,3,11.0,,,24.0,14787,MassiveDevChart
Kodak 2302,D-23,stock,8,15.0,,,20.0,14934,MassiveDevChart
Kodak 2302,D-76,1+1,6,10.0,,,20.0,14935,MassiveDevChart
Kodak 2302,D-76,1+1,6,12.5,,,22.0,15058,MassiveDevChart
Kodak 2302,D-76,stock,3,7.0,,,21.0,,MassiveDevChart
Kodak 2302,HC-110,B,12,15.0,,,20.0,,MassiveDevChart
Kodak 2302,HC-110,B,25,30.0,,,20.0,,MassiveDevChart
Kodak 2302,ID-11,1+1,6,10.0,,,20.0,14936,MassiveDevChart
Kodak 2302,ID-11,1+1,6,12.5,,,22.0,15057,MassiveDevChart
Kodak 2302,Ilfotec DD-X,1+4,12,14.0,,,20.0,,MassiveDevChart
Kodak 2302,Ilfotec DD-X,1+4,50,23.0,,,20.0,,MassiveDevChart
Kodak 2302,Rodinal,1+50,6,10.0,,,20.0,14937,MassiveDevChart
Kodak 2366,Diafine,stock,6,33.0,,,23.5,18809,MassiveDevChart
Kodak 2366,Ilfosol 3,1+9,6,10.5,,,20.0,,MassiveDevChart
Kodak 2383,510-Pyro,1+100,3,10.0,,,20.0,18651,MassiveDevChart
Kodak 2383,Caffenol Delta STD,stock,1.5,7.0,,,25.0,,MassiveDevChart
Kodak 2383,D-76,1+1,12,18.0,,,20.0,,MassiveDevChart
Kodak 2383,D-76,stock,12,10.0,,,20.0,,MassiveDevChart
Kodak 2383,Dektol,1+10,12,9.0,,,20.0,,MassiveDevChart
Kodak 2383,Eco Pro,stock,16,6.25,,,23.5,,MassiveDevChart
Kodak 2383,Paranol S,1+50,12,15.0,,,20.0,,MassiveDevChart
Kodak 2383,Parodinal,1+50,6,8.0,,,20.0,21629,MassiveDevChart
Kodak 2383,Pyrocat-HD,1+1+100,25,14.0,,,22.0,17960,MassiveDevChart
Kodak 2383,Rodinal,1+100,16,60.0,,,20.0,14847,MassiveDevChart
Kodak 2383,Rodinal,1+25,1.6,6.0,,,20.0,,MassiveDevChart
Kodak 2383,Rodinal,1+25,12,9.0,,,20.0,,MassiveDevChart
Kodak 2383,Rodinal,1+50,12,15.0,,,20.0,,MassiveDevChart
Kodak 2383,Rodinal,1+50,6,8.0,,,20.0,19413,MassiveDevChart
Kodak 2383,Xtol,stock,16,6.25,,,23.5,,MassiveDevChart
Kodak 2405,D-76,stock,400,,7.0,,20.0,,MassiveDevChart
Kodak 2405,ID-11,stock,400,,7.0,,20.0,,MassiveDevChart
Kodak 2462,Pyrocat-HD,1+1+300,1.5,50.0,,,21.0,9772,MassiveDevChart
Kodak 2468,Caffenol Green Tea,stock,0.4,120.0,,,18.0,14781,MassiveDevChart
